Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR019050	FDF domain	interpro	domain		PF09532,SM01199	
IPR019052	Domain of unknown function DUF2383	interpro	domain		PF09537	
IPR019060	Domain of unknown function DUF2382	interpro	domain		TIGR02271,PF09557	
IPR019079	Capsule synthesis protein, CapA	interpro	domain		PF09587,SM00854,cd07381	
IPR019080	YqaJ viral recombinase	interpro	domain		PF09588	
IPR019082	Neurogenic mastermind-like, N-terminal	interpro	domain		PF09596,SM01275	GO:0003713,GO:0007219,GO:0045944,GO:0016607
IPR019083	IGR protein motif	interpro	domain		PF09597,SM01238	
IPR019084	Stm1-like, N-terminal	interpro	domain		PF09598	
IPR019093	YpkA, Rac1-binding domain	interpro	domain		PF09632	
IPR019094	Bacteriophage SP-beta, YorD	interpro	domain		PF09636	
IPR019096	YopX protein	interpro	domain		PF09643	
IPR019097	Mg296 protein	interpro	domain		PF09644	
IPR019098	Histone chaperone domain CHZ	interpro	domain		PF09649,SM01082	
IPR019102	HMG box transcription factor BBX, domain of unknown function DUF2028	interpro	domain		PF09667	
IPR019103	Aspartic peptidase, DDI1-type	interpro	domain		PF09668,cd05479	GO:0004190,GO:0006508
IPR019111	Plasmodium RESA, N-terminal	interpro	domain		PF09687	
IPR019121	CRISPR-associated protein, CXXC-CXXC domain	interpro	domain		PF09706	
IPR019131	Cortactin-binding protein-2, N-terminal	interpro	domain		PF09727	
IPR019134	Cactin, C-terminal	interpro	domain		PF09732	GO:0005515
IPR019135	Polycomb protein, VEFS-Box	interpro	domain		PF09733	
IPR019136	Transcription factor IIIC subunit 5, HTH domain	interpro	domain		PF09734	
IPR019143	JNK/Rab-associated protein-1, N-terminal	interpro	domain		PF09744	
IPR019147	Suppressor of white apricot, N-terminal domain	interpro	domain		PF09750,SM01141	
IPR019154	Arb2 domain	interpro	domain		PF09757	
IPR019155	CLEC16A/TT9, N-terminal	interpro	domain		PF09758	
IPR019156	Ataxin-10 domain	interpro	domain		PF09759	
IPR019159	CCDC93, coiled-coil domain	interpro	domain		PF09762	
IPR019160	Exocyst complex component Sec3, C-terminal	interpro	domain		PF09763	GO:0006887,GO:0000145
IPR019162	Fanconi anemia complex, subunit FancL, WD-repeat containing domain	interpro	domain		PF09765	
IPR019167	mRNA decay factor PAT1 domain	interpro	domain		PF09770	
IPR019175	Prp31 C-terminal	interpro	domain		PF09785	
IPR019180	Oxidoreductase-like, N-terminal	interpro	domain		PF09791	
IPR019181	Anticodon-binding domain	interpro	domain		PF09793,SM00995	
IPR019191	Essential protein Yae1, N-terminal	interpro	domain		PF09811	
IPR019194	Transcription elognation factor  Eaf, N-terminal	interpro	domain		PF09816	
IPR019196	ABC-type uncharacterised transport system	interpro	domain		PF09822	
IPR019197	Biotin-protein ligase, N-terminal	interpro	domain		PF09825	
IPR019200	ATP adenylyltransferase, C-terminal	interpro	domain		PF09830	GO:0003877
IPR019204	Domain of unknown function DUF2070, membrane	interpro	domain		PF09843	
IPR019220	Domain of unknown function DUF2135	interpro	domain		PF09906	
IPR019223	Domain of unknown function DUF2147	interpro	domain		PF09917	
IPR019224	Protein of unknown function DUF2148	interpro	domain		PF09918	
IPR019228	Bacteriophage phiJL001, Gp84, N-terminal	interpro	domain		PF09931	
IPR019230	RNA methyltransferase domain	interpro	domain		PF09936	
IPR019236	Domain of unknown function DUF2183	interpro	domain		PF09949	
IPR019243	Domain of unknown function DUF2202	interpro	domain		PF09968,cd01048	
IPR019247	Histidine kinase BarA, N-terminal	interpro	domain		PF09984	
IPR019248	Glucodextranase-like, C-terminal	interpro	domain		PF09985	
IPR019251	Domain of unknown function DUF2231, transmembrane	interpro	domain		PF09990	
IPR019257	Histidine-specific methyltransferase, SAM-dependent	interpro	domain		PF10017	
IPR019260	Domain of unknown function DUF2262	interpro	domain		PF10020	
IPR019261	Domain of unknown function DUF2263	interpro	domain		PF10021	
IPR019262	Domain of unknown function DUF2272	interpro	domain		PF10030	
IPR019264	Domain of unknown function DUF2179	interpro	domain		PF10035	
IPR019267	CRISPR-associated protein Cas6, C-terminal	interpro	domain		PF10040	
IPR019273	Lunapark domain	interpro	domain		PF10058	
IPR019278	DICT domain	interpro	domain		PF10069	
IPR019282	Domain of unknown function DUF2329	interpro	domain		PF10091	
IPR019287	Holliday junction resolvase-related domain	interpro	domain		PF10107	
IPR019288	Predicted 3'-5' exonuclease, PolB-like	interpro	domain		PF10108	
IPR019290	Glycosyltransferase 2-like, prokaryotic type	interpro	domain		PF10111	
IPR019301	Flagellar protein FlgJ, N-terminal	interpro	domain		PF10135	
IPR019302	Nucleotide-binding protein, predicted, TIR-like domain	interpro	domain		PF10137	
IPR019303	vWA found in TerF C terminus	interpro	domain		PF10138	
IPR019315	Multiple myeloma tumor-associated protein 2-like, N-terminal	interpro	domain		PF10159	
IPR019316	G8 domain	interpro	domain		PS51484,PF10162,SM01225	
IPR019331	FAM192A/Fyv6, N-terminal	interpro	domain		PF10187	
IPR019336	Intimal thickness related receptor, IRP	interpro	domain		PF10192	GO:0007186,GO:0019236
IPR019337	Telomere length regulation protein, conserved domain	interpro	domain		PF10193	
IPR019339	CBF1-interacting co-repressor CIR, N-terminal domain	interpro	domain		PF10197,SM01083	
IPR019343	Uncharacterised domain KLRAQ/TTKRSYEDQ, N-terminal	interpro	domain		PF10205,SM01254	
IPR019348	Uncharacterised domain KLRAQ/TTKRSYEDQ, C-terminal	interpro	domain		PF10212	
IPR019349	Ribosomal protein S24/S35, mitochondrial, conserved domain	interpro	domain		PF10213	
IPR019371	Uncharacterised domain KxDL	interpro	domain		PF10241	
IPR019380	Casein kinase substrate, phosphoprotein PP28	interpro	domain		PF10252	
IPR019383	Golgin subfamily A member 7/ERF4	interpro	domain		PF10256	
IPR019385	Phosphorylated adapter RNA export protein, RNA-binding domain	interpro	domain		PF10258	
IPR019387	Uncharacterised domain SAYSvFN	interpro	domain		PF10260	
IPR019391	Storkhead-box protein, winged-helix domain	interpro	domain		PF10264	
IPR019401	Zinc finger, CHCC-type	interpro	domain		PF10276	
IPR019406	Aprataxin and PNK-like factor, PBZ domain	interpro	domain		PF10283	
IPR019409	FMP27, domain of unknown function DUF2405	interpro	domain		PF10293	
IPR019411	MMM1 domain	interpro	domain		PF10296	
IPR019413	Domain of unknown function DUF2407 N-terminal	interpro	domain		PF10302	
IPR019414	RNA polymerase II assembly factor Rtp1, C-terminal domain 2	interpro	domain		PF10304	
IPR019415	FMP27, SW domain	interpro	domain		PF10305,SM01215	
IPR019417	Domain of unknown function DUF2415	interpro	domain		PF10313	
IPR019430	7TM GPCR, serpentine receptor class x  (Srx)	interpro	domain		PF10328	
IPR019432	Siderophore biosynthesis protein, conserved domain	interpro	domain		SM01006	
IPR019439	FMP27, N-terminal	interpro	domain		PF10344	
IPR019441	FMP27, GFWDK domain	interpro	domain		PF10347,SM01214	
IPR019442	Domain of unknown function DUF2428, death-receptor-like	interpro	domain		PF10350	
IPR019443	FMP27,  C-terminal	interpro	domain		PF10351	
IPR019446	Domain of unknown function DUF2431	interpro	domain		PF10354	
IPR019447	DNA/RNA-binding protein Kin17, conserved domain	interpro	domain		PF10357,SM01253	
IPR019448	NT-type C2 domain	interpro	domain		PS51840,PF10358	
IPR019449	FMP27, WPPW  domain	interpro	domain		PF10359,SM01216	
IPR019451	RNA polymerase II assembly factor Rtp1, C-terminal	interpro	domain		PF10363	
IPR019452	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1	interpro	domain		PF10366	
IPR019453	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 2	interpro	domain		PF10367	
IPR019455	Acetolactate synthase, small subunit, C-terminal	interpro	domain		PF10369	
IPR019456	Pyruvate-flavodoxin oxidoreductase, EKR domain	interpro	domain		PF10371,SM00890	GO:0016903,GO:0055114
IPR019457	Uncharacterised domain YojJ, N-terminal	interpro	domain		PF10372	
IPR019458	Telomerase activating protein Est1	interpro	domain		PF10374	
IPR019459	GRIP-related Arf-binding domain	interpro	domain		PF10375	
IPR019460	Autophagy-related protein 11, C-terminal	interpro	domain		PF10377	
IPR019462	DNA-directed RNA polymerase, beta subunit, external 1 domain	interpro	domain		PF10385	GO:0003899,GO:0006351
IPR019464	RNA polymerase II elongation factor ELL, N-terminal	interpro	domain		PF10390	GO:0006368,GO:0008023
IPR019466	Matrilin, coiled-coil trimerisation domain	interpro	domain		PF10393,SM01279	
IPR019467	Histone acetyl transferase HAT1 N-terminal	interpro	domain		PF10394	GO:0006325
IPR019468	Adenylosuccinate lyase C-terminal	interpro	domain		PF10397,SM00998	
IPR019470	Ubiquitinol-cytochrome C reductase, Fe-S subunit, TAT signal	interpro	domain		PF10399	GO:0008121,GO:0055114
IPR019471	Interferon regulatory factor-3	interpro	domain		PF10401,SM01243	GO:0003700,GO:0006355
IPR019473	Transcription factor TFIID, subunit 8, C-terminal	interpro	domain		PF10406,cd08049	
IPR019474	Ubiquitin conjugation factor E4, core	interpro	domain		PF10408	GO:0034450,GO:0006511,GO:0016567,GO:0000151
IPR019475	DNA primase, DnaB-helicase binding domain	interpro	domain		PF10410	GO:0016779
IPR019476	Type IV secretion system coupling protein TraD, DNA-binding domain	interpro	domain		PF10412	
IPR019477	Rhodopsin, N-terminal	interpro	domain		PF10413	
IPR019478	Sirohaem synthase, dimerisation domain	interpro	domain		PF10414	GO:0006779,GO:0055114
IPR019479	Peroxiredoxin, C-terminal	interpro	domain		PF10417	GO:0051920,GO:0055114
IPR019480	Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulphur cluster binding domain	interpro	domain		PF10418	
IPR019481	Transcription factor TFIIIC, triple barrel domain	interpro	domain		PF10419	
IPR019482	Interleukin-12 beta, central domain	interpro	domain		PF10420	
IPR019485	V(D)J recombination-activating protein 1, Zinc finger	interpro	domain		PS51765,PF10426	
IPR019486	Argonaute hook domain	interpro	domain		PF10427	
IPR019489	Clp ATPase, C-terminal	interpro	domain		PF10431,SM01086	
IPR019490	Bifunctional glucose-6-phosphate/mannose-6-phosphate isomerase, C-terminal	interpro	domain		PF10432,cd05637	GO:0004347,GO:0004476,GO:0005975
IPR019491	Lipoate protein ligase, C-terminal	interpro	domain		PF10437	
IPR019492	Cyclo-malto-dextrinase, C-terminal	interpro	domain		PF10438	
IPR019494	FIST, C-domain	interpro	domain		PF10442,SM01204	
IPR019495	Exosome complex component CSL4, C-terminal	interpro	domain		PF10447	GO:0003723,GO:0000178
IPR019496	Nuclear fragile X mental retardation-interacting protein 1, conserved domain	interpro	domain		PF10453	
IPR019497	Sorting nexin protein, WASP-binding domain	interpro	domain		PF10456	
IPR019498	MENTAL domain	interpro	domain		PF10457,PS51439	
IPR019499	Valyl-tRNA synthetase,  tRNA-binding arm	interpro	domain		PF10458	GO:0000166,GO:0004832,GO:0005524,GO:0006438,GO:0005737
IPR019503	Peptidase M66 domain	interpro	domain		PS51694	GO:0004222
IPR019510	Protein kinase A anchor protein, nuclear localisation signal domain	interpro	domain		PF10469	
IPR019511	A-kinase anchor protein 7, RI-RII subunit-binding domain	interpro	domain		PF10470	
IPR019512	Protein phosphatase 1, regulatory subunit 15B, N-terminal	interpro	domain		PF10472	
IPR019513	Centromere protein Cenp-F, leucine-rich repeat-containing domain	interpro	domain		PF10473	GO:0008134,GO:0042803,GO:0070840
IPR019514	Syndetin, C-terminal	interpro	domain		PF10474	
IPR019515	Vacuolar protein sorting-associated protein 54, N-terminal	interpro	domain		PF10475	
IPR019518	DNA endonuclease Ctp1, N-terminal	interpro	domain		PF10482	
IPR019523	Protein phosphatase 1, regulatory subunit 15A/B, C-terminal	interpro	domain		PF10488	
IPR019525	Nuclear respiratory factor 1, NLS/DNA-binding, dimerisation domain	interpro	domain		PF10491	
IPR019526	Nuclear respiratory factor-1, activation binding domain	interpro	domain		PF10492	
IPR019527	RZZ complex, subunit KNTC1/ROD, C-terminal	interpro	domain		PF10493	
IPR019528	Pericentrin/AKAP-450 centrosomal targeting domain	interpro	domain		PF10495	
IPR019529	SNARE-complex protein Syntaxin-18, N-terminal	interpro	domain		PF10496	
IPR019533	Peptidase S26	interpro	domain		PF10502	
IPR019535	Little elongation complex subunit 2 , C-terminal	interpro	domain		PF10505	GO:0008023
IPR019536	Usher syndrome type-1C protein-binding protein 1, PDZ domain	interpro	domain		PF10506	
IPR019539	Galactokinase, N-terminal  domain	interpro	domain		PF10509	
IPR019542	Enhancer of polycomb-like, N-terminal	interpro	domain		PF10513	
IPR019543	Beta-amyloid precursor protein C-terminal	interpro	domain		PF10515	
IPR019544	Tetratricopeptide, SHNi-TPR domain	interpro	domain		PF10516	
IPR019545	DM13 domain	interpro	domain		PF10517,SM00686,PS51549	
IPR019547	B domain of TMEM189, localisation domain	interpro	domain		PF10520	
IPR019548	CTF transcription factor/nuclear factor 1, N-terminal	interpro	domain		PF10524	
IPR019549	Homeobox engrailed, C-terminal	interpro	domain		PF10525	
IPR019554	Soluble ligand binding domain	interpro	domain		PF10531	
IPR019557	Aminotransferase-like, plant mobile domain	interpro	domain		PF10536	
IPR019558	Mammalian uncoordinated homology 13, subgroup, domain 2	interpro	domain		PF10540	
IPR019559	Cullin protein, neddylation domain	interpro	domain		PF10557,SM00884	
IPR019561	Translocon Sec61/SecY, plug domain	interpro	domain		PF10559	
IPR019563	Glycosyl-hydrolase 97, catalytic domain	interpro	domain		PF10566	
IPR019564	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain	interpro	domain		PF10568	GO:0001401
IPR019566	Myelin-PO, C-terminal	interpro	domain		PF10570	
IPR019568	Rapsyn, myristoylation/linker region, N-terminal	interpro	domain		PF10579	GO:0033130,GO:0043495,GO:0007268
IPR019570	Gap junction protein, cysteine-rich domain	interpro	domain		SM01089	
IPR019571	Involucrin, N-terminal	interpro	domain		PF10583	
IPR019572	Ubiquitin-activating enzyme, catalytic cysteine domain	interpro	domain		PF10585	
IPR019574	NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding	interpro	domain		PF10588,SM00929,PS51839	GO:0016491,GO:0055114
IPR019575	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain	interpro	domain		PF10589,SM00928	GO:0051539
IPR019576	Pyridoxine 5'-phosphate oxidase, dimerisation, C-terminal	interpro	domain		PF10590	
IPR019577	SPARC/Testican, calcium-binding domain	interpro	domain		PF10591	GO:0005509
IPR019580	Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding	interpro	domain		PF10596	GO:0017070
IPR019581	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding	interpro	domain		PF10597	GO:0030623
IPR019582	RNA recognition motif, spliceosomal PrP8	interpro	domain		PF10598	GO:0003723
IPR019583	PDZ-associated domain of NMDA receptors	interpro	domain		PF10600	
IPR019588	Metabotropic glutamate receptor, Homer-binding domain	interpro	domain		PF10606,SM01229	
IPR019590	Disks large homologue 1, N-terminal PEST domain	interpro	domain		PF10608,SM01277	
IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain	interpro	domain		PF10613,SM00918	GO:0004970,GO:0016020
IPR019595	Domain of unknown function DUF2470	interpro	domain		PF10615	
IPR019601	Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain	interpro	domain		PF10637	GO:0005506,GO:0016706,GO:0031418,GO:0055114
IPR019602	mRNA capping enzyme, large subunit, ATPase/guanylyltransferase, virus	interpro	domain		PF10640	GO:0004484,GO:0004651
IPR019605	Misato Segment II tubulin-like domain	interpro	domain		PF10644	
IPR019606	GerMN domain	interpro	domain		SM00909,PF10646	
IPR019607	Putative zinc-finger domain	interpro	domain		PF10650	
IPR019609	Trypanosome variant surface glycoprotein, C-terminal	interpro	domain		PF10659	
IPR019610	Iron sulphur domain-containing, mitoNEET, N-terminal	interpro	domain		PF10660	GO:0051537,GO:0043231
IPR019614	S-adenosylmethionine-dependent methyltransferase	interpro	domain		PF10672	GO:0008168
IPR019617	Domain of unknown function DUF2489	interpro	domain		PF10675	
IPR019622	Rrn9 domain	interpro	domain		PF10680	
IPR019665	Putative oxidoreductase/dehydrogenase, Rossmann-like domain	interpro	domain		PF10727	
IPR019676	Domain of unknown function (DUF2529)	interpro	domain		PF10740	
IPR019680	Mediator complex, subunit Med1	interpro	domain		PF10744	GO:0003712,GO:0006357,GO:0016592
IPR019721	NADH-ubiquinone oxidoreductase, 21kDa subunit, N-terminal	interpro	domain		PF10785	
IPR019748	FERM central domain	interpro	domain		PF00373,cd14473	
IPR019749	Band 4.1 domain	interpro	domain		PR00935,SM00295	
IPR019752	Pyruvate/ketoisovalerate oxidoreductase, catalytic domain	interpro	domain		PF01558	GO:0016903,GO:0055114
IPR019774	Aromatic amino acid hydroxylase, C-terminal	interpro	domain		PS51410,PF00351,PR00372	GO:0016714,GO:0055114
IPR019783	Ribosome maturation protein SBDS, N-terminal	interpro	domain		PF01172	
IPR019787	Zinc finger, PHD-finger	interpro	domain		PF00628,PF16866,PS50016	
IPR019799	Glycoside hydrolase family 22 domain	interpro	domain		PS00128	
IPR019814	Translation initiation factor 3, N-terminal	interpro	domain		PF05198	GO:0003743,GO:0006413
IPR019815	Translation initiation factor 3, C-terminal	interpro	domain		PF00707	GO:0006413
IPR019831	Manganese/iron superoxide dismutase, N-terminal	interpro	domain		PF00081	GO:0004784,GO:0046872,GO:0006801,GO:0055114
IPR019832	Manganese/iron superoxide dismutase, C-terminal	interpro	domain		PF02777	GO:0004784,GO:0046872,GO:0006801,GO:0055114
IPR019835	SWIB domain	interpro	domain		SM00151	
IPR019844	Cold-shock (CSD) domain	interpro	domain		PS00352	
IPR019886	Sodium symporter small subunit, predicted	interpro	domain		TIGR03647,PF13937	
IPR019887	Transcription regulator AsnC/Lrp, ligand binding domain	interpro	domain		PF01037	
IPR019894	Patatin-related protein	interpro	domain		TIGR03607	
IPR019920	F420-binding domain, putative	interpro	domain		TIGR03618	
IPR019921	Luciferase-like, F420-dependent oxidoreductase, Rv2161c, predicted	interpro	domain		TIGR03619	
IPR019931	LPXTG cell wall anchor domain	interpro	domain		PS50847	
IPR019933	DivIVA domain	interpro	domain		TIGR03544	
IPR019943	Coenzyme F420 biosynthesis protein FbiB, C-terminal	interpro	domain		TIGR03553	GO:0016881
IPR019948	Gram-positive LPXTG cell wall anchor	interpro	domain		PF00746	
IPR019950	M protein-type anchor domain	interpro	domain		PR00015	
IPR019956	Ubiquitin domain	interpro	domain		PR00348	
IPR019959	T1SS-143 repeat-containing domain	interpro	domain		TIGR03660	
IPR019960	Type I secretion C-terminal target domain, VC_A0849 subclass	interpro	domain		TIGR03661	
IPR019989	CRISPR-associated protein Cas8a1/Csx13, Myxan subtype, N-terminal	interpro	domain		TIGR03485,cd09713	GO:0051607
IPR020008	GlyGly-CTERM domain	interpro	domain		TIGR03501	
IPR020011	Motility protein FimV, C-terminal	interpro	domain		TIGR03504	
IPR020012	Motility protein FimV, N-terminal	interpro	domain		TIGR03505	
IPR020017	XapX domain	interpro	domain		TIGR03510	
IPR020040	Ribosomal protein L6, alpha-beta domain	interpro	domain		PF00347	GO:0003735,GO:0019843,GO:0006412,GO:0005840
IPR020045	DNA polymerase I-like, H3TH domain	interpro	domain		PF01367,cd09898	GO:0003677,GO:0003824
IPR020046	5'-3' exonuclease, alpha-helical arch, N-terminal	interpro	domain		PF02739	GO:0003677
IPR020051	SagB-type dehydrogenase domain	interpro	domain		TIGR03605	
IPR020057	Ribosomal protein L25, beta domain	interpro	domain		PF14693	
IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	interpro	domain		PF00749	GO:0004812,GO:0005524,GO:0043039
IPR020059	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain	interpro	domain		PF03950	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR020063	Bordetella pertussis toxin B, subunit 2/3, C-terminal	interpro	domain		PF02918	GO:0009405,GO:0005576
IPR020067	Frizzled domain	interpro	domain		SM00063,PF01392,PS50038	GO:0005515
IPR020069	Ribosomal protein L9, C-terminal	interpro	domain		PF03948	
IPR020070	Ribosomal protein L9, N-terminal	interpro	domain		PF01281,PS00651	
IPR020089	Pleiotrophin/Midkine, N-terminal domain	interpro	domain		PF05196	GO:0008083
IPR020090	Pleiotrophin/Midkine, C-terminal domain	interpro	domain		PF01091	GO:0008083
IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain	interpro	domain		PF01416	GO:0003723,GO:0009982,GO:0001522,GO:0009451
IPR020189	Translation elongation factor, IF5A C-terminal	interpro	domain		PF01287,SM01376	GO:0003723,GO:0003746,GO:0043022,GO:0045901,GO:0045905
IPR020209	Cas6b, C-terminal domain	interpro	domain		PF17262	
IPR020237	Viral RNA-directed RNA polymerase, C-terminal	interpro	domain		PF17501	
IPR020282	Arginine vasopressin-induced protein 1/transcriptional and immune response regulator	interpro	domain		PF15063	
IPR020287	Tail sheath protein, C-terminal domain	interpro	domain		PF17482	
IPR020404	Protein of unknown function DUF2713	interpro	domain		PF10897	
IPR020422	Dual specificity protein phosphatase domain	interpro	domain		SM00195,PS50054	GO:0008138,GO:0006470
IPR020436	Somatomedin B, chordata	interpro	domain		PR00022	GO:0005044,GO:0030247,GO:0006955
IPR020448	Maltose fermentation regulatory protein, DNA-binding domain	interpro	domain		PR00054	GO:0000981,GO:0003677,GO:0008270,GO:0006355,GO:0005634
IPR020454	Diacylglycerol/phorbol-ester binding	interpro	domain		PR00008	
IPR020457	Zinc finger, B-box, chordata	interpro	domain		PR01406	GO:0008270
IPR020459	AMP-binding	interpro	domain		PR00154	
IPR020460	Zinc finger, DksA/TraR C4-type, bacteria	interpro	domain		PR00618	
IPR020476	NUDIX hydrolase	interpro	domain		PR00502	
IPR020479	Homeobox domain, metazoa	interpro	domain		PR00024	GO:0003677
IPR020481	Intracellular proteinase inhibitor BsuPI	interpro	domain		PF12690	
IPR020536	Thil, AANH domain	interpro	domain		PF02568,cd01712	GO:0004810
IPR020542	Aspartate carbamoyltransferase regulatory subunit, C-terminal	interpro	domain		PF02748	
IPR020545	Aspartate carbamoyltransferase regulatory subunit, N-terminal	interpro	domain		PF01948	
IPR020546	ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	interpro	domain		PF02823	GO:0015986
IPR020547	ATP synthase delta/epsilon subunit, C-terminal domain	interpro	domain		PF00401	
IPR020560	Phosphoribosylglycinamide synthetase, C-domain	interpro	domain		PF02843,SM01210	GO:0004637,GO:0009113
IPR020561	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	interpro	domain		PF01071	
IPR020562	Phosphoribosylglycinamide synthetase, N-terminal	interpro	domain		PF02844	GO:0004637,GO:0009113
IPR020573	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, non-repeat region	interpro	domain		PF04613	GO:0016747,GO:0009245
IPR020575	Heat shock protein Hsp90, N-terminal	interpro	domain		PR00775	
IPR020579	Exonuclease VII, large subunit, C-terminal	interpro	domain		PF02601	GO:0008855
IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface	interpro	domain		PS50163	GO:0003677,GO:0005524,GO:0008094,GO:0006259
IPR020588	DNA recombination and repair protein RecA-like, ATP-binding domain	interpro	domain		PS50162	GO:0003677,GO:0005524,GO:0008094,GO:0006281
IPR020598	Ribosomal RNA adenine methylase transferase, N-terminal	interpro	domain		SM00650	GO:0000179,GO:0008649,GO:0000154
IPR020600	Inosine monophosphate cyclohydrolase-like	interpro	domain		PF07826	GO:0003937,GO:0006164,GO:0006188
IPR020602	GTP cyclohydrolase I domain	interpro	domain		PF01227	
IPR020603	MraZ domain	interpro	domain		PF02381	
IPR020604	CTF transcription factor/nuclear factor 1, DNA-binding domain	interpro	domain		PS51080	GO:0003700,GO:0006355,GO:0005634
IPR020616	Thiolase, N-terminal	interpro	domain		PF00108	GO:0016747
IPR020617	Thiolase, C-terminal	interpro	domain		PF02803	GO:0016747
IPR020630	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	interpro	domain		PF00763	GO:0004488,GO:0055114
IPR020631	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	interpro	domain		PF02882,cd01080	GO:0004488
IPR020635	Tyrosine-protein kinase, catalytic domain	interpro	domain		SM00219	GO:0004713,GO:0006468
IPR020683	Ankyrin repeat-containing domain	interpro	domain		PS50297,PF11929,PF12796	
IPR020783	Ribosomal protein L11, C-terminal	interpro	domain		PF00298	GO:0003735,GO:0006412,GO:0005840
IPR020784	Ribosomal protein L11, N-terminal	interpro	domain		PF03946	
IPR020801	Polyketide synthase, acyl transferase domain	interpro	domain		SM00827	
IPR020802	Polyketide synthase, thioesterase domain	interpro	domain		SM00824	GO:0016788,GO:0009058
IPR020803	Polyketide synthase, methyltransferase domain	interpro	domain		SM00828	
IPR020806	Polyketide synthase, phosphopantetheine-binding domain	interpro	domain		SM00823	GO:0031177
IPR020807	Polyketide synthase, dehydratase domain	interpro	domain		SM00826,PF14765	
IPR020810	Enolase, C-terminal TIM barrel domain	interpro	domain		PF00113,SM01192	
IPR020811	Enolase, N-terminal	interpro	domain		PF03952,SM01193	
IPR020821	Extracellular Endonuclease, subunit A	interpro	domain		SM00477	GO:0003676,GO:0016787,GO:0046872
IPR020828	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain	interpro	domain		PF00044,SM00846	GO:0016620,GO:0055114
IPR020829	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain	interpro	domain		PF02800	GO:0016620,GO:0055114
IPR020838	DBINO domain	interpro	domain		PS51413,PF13892	GO:0003677
IPR020839	Stromalin conservative domain	interpro	domain		PS51425	
IPR020840	Extracellular matrix-binding protein ebh, GA module	interpro	domain		SM00844	GO:0009405
IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	interpro	domain		SM00825	
IPR020843	Polyketide synthase, enoylreductase domain	interpro	domain		SM00829	GO:0016491
IPR020844	Circadian clock protein KaiA, N-terminal	interpro	domain		PS51430	GO:0007623
IPR020846	Major facilitator superfamily domain	interpro	domain		PS50850	GO:0022857
IPR020850	GTPase effector domain	interpro	domain		PS51388	
IPR020856	Circadian clock protein KaiA, C-terminal	interpro	domain		PF07688,PS51431	GO:0006468,GO:0007623
IPR020859	Roc domain	interpro	domain		PS51424	
IPR020860	MIRO domain	interpro	domain		PS51423	GO:0003924,GO:0005525
IPR020864	Membrane attack complex component/perforin (MACPF) domain	interpro	domain		SM00457,PF01823,PS51412	
IPR020897	Synapsin, pre-ATP-grasp domain	interpro	domain		PF02078	
IPR020898	Synapsin, ATP-binding domain	interpro	domain		PF02750	
IPR020899	Arginine repressor, C-terminal	interpro	domain		PF02863	GO:0034618,GO:0051259
IPR020900	Arginine repressor, DNA-binding domain	interpro	domain		PF01316	GO:0003700,GO:0006355,GO:0006525
IPR020941	Suppressor of fused-like domain	interpro	domain		PF05076	
IPR020942	Class III cytochrome C	interpro	domain		PF02085	GO:0009055,GO:0020037
IPR020953	Acyl-CoA dehydrogenase, N-terminal, bacteria	interpro	domain		PF12418	
IPR020956	Transcription factor Aft1, osmotic stress domain	interpro	domain		PF11785	
IPR020958	Domain of unknown function DUF3686	interpro	domain		PF12458	
IPR020959	Arabinofuranosyltransferase AftA, C-terminal	interpro	domain		PF12249	GO:0016757,GO:0044038,GO:0005886,GO:0016021
IPR020961	Domain of unknown function DUF3642, lipoprotein	interpro	domain		PF12182	
IPR020963	Arabinofuranosyltransferase AftA, N-terminal	interpro	domain		PF12250	GO:0016757,GO:0044038,GO:0005886,GO:0016021
IPR020964	Acyl-CoA dehydrogenase, C-terminal	interpro	domain		PF12186	
IPR020971	ATP synthase, F1 beta subunit	interpro	domain		PF11421	GO:0005524,GO:0016887,GO:0006754,GO:0000275
