Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR036613	MHC class II-associated invariant chain, trimerisation domain superfamily	interpro	homologous_superfamily		SSF48305,G3DSA:1.10.870.10	GO:0042289,GO:0070206,GO:0016021
IPR036614	Holliday junction resolvase RusA-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1330.70,SSF103084	GO:0000287,GO:0006281,GO:0006310
IPR036615	Mur ligase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.190.20,SSF53244	GO:0005524,GO:0016874,GO:0009058
IPR036616	Poly(ADP-ribose) polymerase, regulatory domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.142.10,SSF47587	GO:0003950,GO:0006471
IPR036617	Barrier-to-autointegration factor, BAF superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.40,SSF47798	GO:0003677
IPR036618	PtsI, HPr-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.274.10,SSF47831	GO:0009401
IPR036619	NinB superfamily	interpro	homologous_superfamily		SSF103370,G3DSA:1.10.3790.10	
IPR036620	Chromosomal protein MC1 superfamily	interpro	homologous_superfamily		G3DSA:3.10.470.10	GO:0042262
IPR036621	Anticodon-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.800	
IPR036622	Dioxygenase LigAB, LigA subunit superfamily	interpro	homologous_superfamily		G3DSA:1.10.700.10,SSF48076	
IPR036623	Hemimethylated DNA-binding domain superfamily	interpro	homologous_superfamily		SSF141255,G3DSA:2.30.30.390	GO:0003677
IPR036624	Hcp1-like superfamily	interpro	homologous_superfamily		G3DSA:2.30.110.20,SSF141452	
IPR036625	E3-binding domain superfamily	interpro	homologous_superfamily		SSF47005,G3DSA:4.10.320.10	GO:0016746
IPR036626	Head-to-tail joining protein W superfamily	interpro	homologous_superfamily		G3DSA:3.30.1580.10,SSF64210	GO:0019058
IPR036627	CobW-like, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1220.10	
IPR036628	Clp, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1780.10,SSF81923	
IPR036629	YjbJ superfamily	interpro	homologous_superfamily		SSF69047,G3DSA:1.10.1470.10	
IPR036630	Head decoration protein D superfamily	interpro	homologous_superfamily		SSF51274	
IPR036631	Methylated DNA-protein cysteine methyltransferase domain superfamily	interpro	homologous_superfamily		SSF53155	GO:0003908,GO:0006281
IPR036632	Scaffold protein D superfamily	interpro	homologous_superfamily		SSF48045,G3DSA:1.10.1850.10	GO:0046797
IPR036633	Orn/Lys/Arg decarboxylase, C-terminal domain superfamily	interpro	homologous_superfamily		SSF55904	GO:0003824
IPR036634	PRD domain superfamily	interpro	homologous_superfamily		SSF63520	GO:0006355
IPR036635	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.78.10,SSF56194	GO:0008762,GO:0055114
IPR036636	Cytochrome c oxidase subunit VIIc superfamily	interpro	homologous_superfamily		SSF81427,G3DSA:4.10.49.10	GO:0004129
IPR036637	Phosphohistidine domain superfamily	interpro	homologous_superfamily		SSF52009	GO:0016772,GO:0016310
IPR036638	Helix-loop-helix DNA-binding domain superfamily	interpro	homologous_superfamily		SSF47459,G3DSA:4.10.280.10	GO:0046983
IPR036639	Cytochrome c oxidase subunit IV superfamily	interpro	homologous_superfamily		G3DSA:1.10.442.10,SSF81406	GO:0004129
IPR036640	ABC transporter type 1, transmembrane domain superfamily	interpro	homologous_superfamily		SSF90123,G3DSA:1.20.1560.10	GO:0005524,GO:0016021
IPR036641	HPT domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.160,SSF47226	GO:0000160
IPR036642	Cytochrome b-c1 complex subunit 8 superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.210,SSF81508	GO:0008121
IPR036643	DNA-directed RNA polymerase, insert domain superfamily	interpro	homologous_superfamily		G3DSA:2.170.120.12,SSF56553	
IPR036644	Ferredoxin thioredoxin reductase catalytic beta subunit superfamily	interpro	homologous_superfamily		G3DSA:3.90.460.10,SSF57662	GO:0016730,GO:0055114
IPR036645	Elafin-like superfamily	interpro	homologous_superfamily		G3DSA:4.10.75.10,SSF57256	
IPR036646	BPG-independent phosphoglycerate mutase, domain B superfamily	interpro	homologous_superfamily		G3DSA:3.40.1450.10,SSF64158	GO:0004619,GO:0005737
IPR036647	GTF2I-like repeat superfamily	interpro	homologous_superfamily		G3DSA:3.90.1460.10,SSF117773	
IPR036648	Nitrile hydratase alpha /Thiocyanate hydrolase gamma superfamily	interpro	homologous_superfamily		G3DSA:3.90.330.10,SSF56209	GO:0003824,GO:0046914,GO:0006807
IPR036649	Inorganic pyrophosphatase superfamily	interpro	homologous_superfamily		SSF50324,G3DSA:3.90.80.10	GO:0000287,GO:0004427,GO:0006796,GO:0005737
IPR036650	CAT RNA-binding domain superfamily	interpro	homologous_superfamily		SSF50151,G3DSA:2.30.24.10	GO:0003723
IPR036651	Glutamine synthetase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.20.70,SSF54368	GO:0004356,GO:0006542,GO:0006807
IPR036652	YjeF N-terminal domain superfamily	interpro	homologous_superfamily		SSF64153,G3DSA:3.40.50.10260	
IPR036653	CinA-like, C-terminal	interpro	homologous_superfamily		G3DSA:3.90.950.20,SSF142433	
IPR036654	DNA polymerase III, psi subunit superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10220,SSF102220	GO:0003887,GO:0008408,GO:0006260
IPR036655	Monomethylamine methyltransferase MtmB superfamily	interpro	homologous_superfamily		SSF75098,G3DSA:3.20.20.460	GO:0008168,GO:0032259
IPR036656	Cytochrome b-c1 complex subunit 9 superfamily	interpro	homologous_superfamily		G3DSA:1.20.5.260,SSF81514	GO:0006122,GO:0005743,GO:0005750
IPR036657	DNA-binding protein Tfx superfamily, archaea	interpro	homologous_superfamily		SSF89915,G3DSA:3.30.1190.10	GO:0003677
IPR036658	CPI-17 superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.220,SSF81790	GO:0042325,GO:0005737
IPR036660	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.130.10,SSF117457	GO:0016836
IPR036661	Luciferase-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.30,SSF51679	GO:0016705,GO:0055114
IPR036662	Phosphotransferase system, mannose-type IIA component superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.510,SSF53062	GO:0009401,GO:0016021
IPR036663	Fumarylacetoacetase-like, C-terminal domain superfamily	interpro	homologous_superfamily		SSF56529,G3DSA:3.90.850.10	GO:0003824
IPR036665	Phosphotransferase system, glucitol/sorbitol-specific IIA component superfamily	interpro	homologous_superfamily		G3DSA:2.40.33.40,SSF141530	GO:0008982,GO:0009401,GO:0005737
IPR036666	HHA superfamily	interpro	homologous_superfamily		G3DSA:1.20.1280.40,SSF68989	
IPR036667	Phosphotransferase system, sorbose subfamily IIB component superfamily	interpro	homologous_superfamily		SSF52728,G3DSA:3.40.35.10	GO:0008982,GO:0009401,GO:0005737
IPR036668	Insect antifreeze protein superfamily	interpro	homologous_superfamily		SSF51177	
IPR036669	Amyloidogenic glycoprotein, copper-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1490.140,SSF89811	GO:0046914
IPR036670	SecA, preprotein cross-linking domain superfamily	interpro	homologous_superfamily		SSF81767	GO:0017038,GO:0016020
IPR036671	DPH-type metal-binding domain superfamily	interpro	homologous_superfamily		SSF144217,G3DSA:3.10.660.10	
IPR036672	TCL1/MTCP1 superfamily	interpro	homologous_superfamily		SSF50904,G3DSA:2.40.15.10	
IPR036673	Cyanovirin-N superfamily	interpro	homologous_superfamily		G3DSA:2.30.60.10,SSF51322	
IPR036674	p53-like tetramerisation domain superfamily	interpro	homologous_superfamily		SSF47719,G3DSA:4.10.170.10	GO:0051262
IPR036675	UreE, C-terminal domain superfamily	interpro	homologous_superfamily		SSF69737,G3DSA:3.30.70.790	GO:0016151,GO:0019627,GO:0065003
IPR036676	PurM-like, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.650.10,SSF56042	
IPR036677	EutN/Ccml superfamily	interpro	homologous_superfamily		G3DSA:2.40.50.220,SSF159133	
IPR036678	MutS, connector domain superfamily	interpro	homologous_superfamily		SSF53150,G3DSA:3.30.420.110	GO:0005524,GO:0030983,GO:0006298
IPR036679	FlgN-like superfamily	interpro	homologous_superfamily		SSF140566	GO:0005515,GO:0044780
IPR036680	Sporulation-like domain superfamily	interpro	homologous_superfamily		SSF110997,G3DSA:3.30.70.1070	GO:0042834
IPR036681	PgpA-like superfamily	interpro	homologous_superfamily		SSF101307	GO:0008962,GO:0006629
IPR036682	Insect odorant-binding protein A10/Ejaculatory bulb-specific protein 3 superfamily	interpro	homologous_superfamily		G3DSA:1.10.2080.10,SSF100910	
IPR036683	CO dehydrogenase flavoprotein, C-terminal domain superfamily	interpro	homologous_superfamily		SSF55447	
IPR036684	Calcium-mediated lectin superfamily	interpro	homologous_superfamily		G3DSA:2.60.120.400,SSF82026	
IPR036685	YehU-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.610,SSF118001	
IPR036686	Hydrophobin superfamily	interpro	homologous_superfamily		SSF101751,G3DSA:3.20.120.10	GO:0005576
IPR036687	DinI-like superfamily	interpro	homologous_superfamily		SSF54857,G3DSA:3.30.910.10	
IPR036688	MoeA, C-terminal, domain IV superfamily	interpro	homologous_superfamily		SSF63867,G3DSA:2.40.340.10	GO:0032324
IPR036689	ESAT-6-like superfamily	interpro	homologous_superfamily		SSF140453	
IPR036690	Ferrodoxin-fold anticodon-binding domain superfamily	interpro	homologous_superfamily		SSF54991,G3DSA:3.30.70.380	
IPR036691	Endonuclease/exonuclease/phosphatase superfamily	interpro	homologous_superfamily		SSF56219,G3DSA:3.60.10.10	
IPR036692	Shew3726-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.140,SSF160272	
IPR036693	Transcription factor LuxR-like, autoinducer-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.450.80,SSF75516	
IPR036694	Dodecin-like superfamily	interpro	homologous_superfamily		SSF89807	
IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1360.70,SSF55190	GO:0000166,GO:0004814,GO:0005524,GO:0006420,GO:0005737
IPR036696	YdfO-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1810.10,SSF160419	
IPR036697	Hemocyanin, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1370.10,SSF48050	
IPR036698	TM1070-like superfamily	interpro	homologous_superfamily		SSF89232,G3DSA:2.60.290.11	
IPR036699	YehR-like superfamily	interpro	homologous_superfamily		SSF160704	
IPR036700	Bacterial OB-fold superfamily	interpro	homologous_superfamily		G3DSA:2.40.50.200,SSF101756	
IPR036701	RraB-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.970,SSF89946	
IPR036702	ComB-like superfamily	interpro	homologous_superfamily		G3DSA:3.90.1560.10,SSF142823	GO:0000287,GO:0050532
IPR036703	MOB kinase activator superfamily	interpro	homologous_superfamily		G3DSA:1.20.140.30,SSF101152	
IPR036704	Ribonuclease E inhibitor RraA/RraA-like superfamily	interpro	homologous_superfamily		SSF89562	
IPR036705	ADP-ribosylation/Crystallin J1 superfamily	interpro	homologous_superfamily		SSF101478,G3DSA:1.10.4080.10	
IPR036706	Vitelline membrane outer layer protein I (VOMI) superfamily	interpro	homologous_superfamily		G3DSA:2.100.10.20,SSF51092	
IPR036707	Cell division topological specificity factor MinE superfamily	interpro	homologous_superfamily		SSF55229,G3DSA:3.30.1070.10	GO:0032955,GO:0051301
IPR036708	BipD-like superfamily	interpro	homologous_superfamily		SSF140693,G3DSA:1.20.1710.10	
IPR036709	Autotransporter beta-domain superfamily	interpro	homologous_superfamily		SSF103515,G3DSA:2.40.128.130	
IPR036710	RNA polymerase Rpb5, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1340.10,SSF53036	GO:0003677,GO:0003899,GO:0006351,GO:0042025
IPR036711	VSV matrix superfamily	interpro	homologous_superfamily		SSF75404,G3DSA:3.10.460.10	GO:0005198,GO:0019031
IPR036712	Amb V Allergen superfamily	interpro	homologous_superfamily		G3DSA:3.30.160.80,SSF57296	
IPR036713	TmoB-like superfamily	interpro	homologous_superfamily		G3DSA:3.10.20.270,SSF110814	
IPR036714	Flavinator of succinate dehydrogenase superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.250,SSF109910	
IPR036715	Alpha-2,3-sialyltransferase superfamily	interpro	homologous_superfamily		SSF102414,G3DSA:3.90.1480.10	
IPR036716	Pesticidal crystal protein, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.190.10,SSF56849	GO:0090729
IPR036717	GFRP superfamily	interpro	homologous_superfamily		G3DSA:3.30.1410.10,SSF69761	GO:0009890
IPR036718	Quinohemoprotein amine dehydrogenase alpha subunit, domain 2 superfamily	interpro	homologous_superfamily		SSF69298,G3DSA:2.40.128.120	
IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily	interpro	homologous_superfamily		SSF90112	GO:0006811,GO:0016021
IPR036720	Ran-GTPase activating protein 1, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.25.40.200,SSF69099	GO:0005096,GO:0007165
IPR036721	Regulator of K+ conductance, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1450,SSF116726	GO:0006813
IPR036722	CART, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.40.30,SSF64546	GO:0005184,GO:0000186,GO:0007186,GO:0008343,GO:0032099,GO:0005615
IPR036723	Alpha-catenin/vinculin-like superfamily	interpro	homologous_superfamily		SSF47220	GO:0051015,GO:0007155
IPR036724	Cobalamin-binding domain superfamily	interpro	homologous_superfamily		SSF52242	GO:0031419,GO:0046872
IPR036725	Colicin E3-like ribonuclease domain superfamily	interpro	homologous_superfamily		SSF63840,G3DSA:3.10.380.10	GO:0003723,GO:0016788,GO:0043022,GO:0009405
IPR036726	GTP1/OBG domain superfamily	interpro	homologous_superfamily		G3DSA:2.70.210.12,SSF82051	
IPR036727	Olfactory marker superfamily	interpro	homologous_superfamily		SSF63697,G3DSA:2.60.120.390	GO:0007165,GO:0007608
IPR036728	Pheromone/general odorant binding protein superfamily	interpro	homologous_superfamily		G3DSA:1.10.238.20,SSF47565	GO:0005549
IPR036729	TRADD, N-terminal domain superfamily	interpro	homologous_superfamily		SSF55044,G3DSA:3.30.70.680	GO:0005515,GO:0060090,GO:0043123
IPR036730	Phage P22 tailspike-like, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:2.170.14.10,SSF51327	GO:0009405
IPR036731	Baculovirus telokin-like protein 20 superfamily	interpro	homologous_superfamily		G3DSA:2.70.40.20,SSF51289	
IPR036732	Antifreeze-like/N-acetylneuraminic acid synthase C-terminal domain superfamily	interpro	homologous_superfamily		SSF51269	
IPR036733	B transposition protein, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1180.10,SSF47681	GO:0003677,GO:0006313
IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily	interpro	homologous_superfamily		SSF63712,G3DSA:2.70.170.10	GO:0005230,GO:0006811,GO:0016021
IPR036735	NusG, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.940,SSF82679	GO:0006355
IPR036736	ACP-like superfamily	interpro	homologous_superfamily		SSF47336,G3DSA:1.10.1200.10	
IPR036737	OmpA-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1330.60,SSF103088	
IPR036738	FKBP12-rapamycin binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.150,SSF47212	GO:0044877
IPR036739	SLC41 divalent cation transporters, integral membrane domain superfamily	interpro	homologous_superfamily		SSF161093	GO:0008324,GO:0006812
IPR036740	tRNA intron endonuclease, N-terminal domain superfamily	interpro	homologous_superfamily		SSF55267	GO:0000213,GO:0006388
IPR036741	TAFII-230 TBP-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1100.10,SSF47055	
IPR036742	ATP synthase, F1 complex, epsilon  subunit superfamily, mitochondrial	interpro	homologous_superfamily		G3DSA:1.10.1620.20,SSF48690	GO:0046933,GO:0015986,GO:0000275
IPR036743	Actin-related protein 2/3 complex subunit 5 superfamily	interpro	homologous_superfamily		SSF69103,G3DSA:1.25.40.190	GO:0030833,GO:0034314,GO:0005885,GO:0015629
IPR036744	RAP domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.81.10,SSF47045	
IPR036745	DNA polymerase III-theta superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.250	GO:0003677,GO:0003887,GO:0006260
IPR036746	TT1725-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1120,SSF103007	
IPR036747	Histone chaperone ASF1-like superfamily	interpro	homologous_superfamily		SSF101546,G3DSA:2.60.40.1490	GO:0006333,GO:0005634
IPR036748	MTH938-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.1230.10,SSF64076	
IPR036749	Expansin, cellulose-binding-like domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.760,SSF49590	
IPR036751	Stage V sporulation protein G superfamily	interpro	homologous_superfamily		G3DSA:3.30.1120.40,SSF160537	GO:0030435
IPR036752	TolB, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10070	GO:0015031,GO:0042597
IPR036753	Actin-related protein 2/3 complex subunit 3 superfamily	interpro	homologous_superfamily		G3DSA:1.10.1760.10,SSF69060	GO:0030833,GO:0034314,GO:0005856,GO:0005885
IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.960.10,SSF55826	GO:0002161
IPR036755	SRS domain superfamily	interpro	homologous_superfamily		SSF74877,G3DSA:2.60.40.1320	
IPR036756	H/ACA ribonucleoprotein complex, subunit Nop10 superfamily	interpro	homologous_superfamily		G3DSA:2.20.28.40,SSF144210	GO:0030515,GO:0001522,GO:0042254
IPR036757	Transferrin receptor-like, dimerisation domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.930.40,SSF47672	
IPR036758	At5g01610-like superfamily	interpro	homologous_superfamily		G3DSA:2.30.240.10,SSF141562	
IPR036759	Thiamin pyrophosphokinase, catalytic domain superfamily	interpro	homologous_superfamily		SSF63999,G3DSA:3.40.50.10240	GO:0004788,GO:0005524,GO:0009229
IPR036760	SspB-like superfamily	interpro	homologous_superfamily		G3DSA:2.30.30.220,SSF101738	
IPR036761	Lipid/polyisoprenoid-binding, YceI-like superfamily	interpro	homologous_superfamily		SSF101874,G3DSA:2.40.128.110	
IPR036762	IscX-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.600,SSF140319	
IPR036763	Putative dsDNA mimic superfamily	interpro	homologous_superfamily		SSF102816,G3DSA:3.10.450.140	
IPR036764	Cysteine protease Prp superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1490,SSF118010	
IPR036765	ZipA, C-terminal FtsZ-binding domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1400.10,SSF64383	GO:0090529
IPR036766	Fe(II) trafficking protein YggX superfamily	interpro	homologous_superfamily		SSF111148,G3DSA:1.10.3880.10	GO:0005506
IPR036767	ApaG domain superfamily	interpro	homologous_superfamily		SSF110069,G3DSA:2.60.40.1470	
IPR036768	DNA polymerase III subunit chi superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.10110,SSF102400	
IPR036769	Ribosomal protein L11, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.250,SSF46906	
IPR036770	Ankyrin repeat-containing domain superfamily	interpro	homologous_superfamily		SSF48403,G3DSA:1.25.40.20	
IPR036771	F0F1 ATP synthase delta/epsilon subunit, N-terminal	interpro	homologous_superfamily		SSF51344,G3DSA:2.60.15.10	
IPR036772	SRCR-like domain superfamily	interpro	homologous_superfamily		SSF56487,G3DSA:3.10.250.10	GO:0016020
IPR036773	TGF-beta binding (TB) domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.290.10,SSF57581	
IPR036774	ERV/ALR sulfhydryl oxidase domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.310,SSF69000	GO:0016972,GO:0055114
IPR036775	DNA polymerase, Y-family, little finger domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1490.100,SSF100879	GO:0003684,GO:0006281
IPR036777	Nucleoside-specific channel-forming protein, Tsx-like superfamily	interpro	homologous_superfamily		SSF111364,G3DSA:2.40.230.20	GO:0009279
IPR036778	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase superfamily	interpro	homologous_superfamily		G3DSA:1.10.3330.10,SSF158694	
IPR036779	LysM domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.350.10	
IPR036780	PG1857-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.2190.10,SSF160448	
IPR036781	Smr-associated-like superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.1600,SSF158949	
IPR036782	NE0471-like, N-terminal	interpro	homologous_superfamily		G3DSA:3.30.2020.10,SSF143880	
IPR036784	Alpha-ketoacid/pyruvate dehydrogenase kinase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.140.20,SSF69012	
IPR036785	YkyA-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.570,SSF140423	
IPR036786	Ribosome maturation protein SBDS, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1250.10,SSF89895	
IPR036787	Translation initiation factor 3 (IF-3), N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.20.80,SSF54364	GO:0003743,GO:0006413
IPR036788	Translation initiation factor 3 (IF-3), C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.110.10,SSF55200	GO:0006413
IPR036789	Ribosomal protein L6, alpha-beta domain superfamily	interpro	homologous_superfamily		SSF56053,G3DSA:3.90.930.12	GO:0003735,GO:0019843,GO:0006412,GO:0005840
IPR036790	Frizzled cysteine-rich domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.2000.10,SSF63501	GO:0005515
IPR036791	Ribosomal protein L9, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.430.100,SSF55653	
IPR036792	Aspartate carbamoyltransferase regulatory subunit, C-terminal domain superfamily	interpro	homologous_superfamily		SSF57825	
IPR036793	Aspartate carbamoyltransferase regulatory subunit, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.140,SSF54893	
IPR036794	ATP synthase delta/epsilon subunit, C-terminal domain superfamily	interpro	homologous_superfamily		SSF46604	
IPR036795	Inosine monophosphate cyclohydrolase-like superfamily	interpro	homologous_superfamily		SSF75569,G3DSA:3.60.20.20	GO:0003937,GO:0006164,GO:0006188
IPR036796	Ribosomal protein L11/L12, N-terminal domain superfamily	interpro	homologous_superfamily		SSF54747,G3DSA:3.30.1550.10	
IPR036797	Acyl-CoA dehydrogenase, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.470,SSF158494	
IPR036798	EF2947-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.590,SSF140607	
IPR036799	Diphtheria toxin, receptor-binding domain superfamily	interpro	homologous_superfamily		SSF49380,G3DSA:2.60.40.700	
IPR036801	Diphtheria toxin, translocation domain superfamily	interpro	homologous_superfamily		SSF56845,G3DSA:1.10.490.40	
IPR036802	ATP:guanido phosphotransferase, N-terminal domain superfamily	interpro	homologous_superfamily		SSF48034,G3DSA:1.10.135.10	GO:0016301,GO:0016772
IPR036803	Porphobilinogen deaminase, C-terminal domain superfamily	interpro	homologous_superfamily		SSF54782,G3DSA:3.30.160.40	GO:0004418,GO:0033014
IPR036804	Chemotaxis receptor methyltransferase CheR, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.155.10	
IPR036805	Transcription elongation factor, GreA/GreB, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.180,SSF46557	GO:0003677,GO:0032784
IPR036806	YozE SAM-like superfamily	interpro	homologous_superfamily		SSF140652,G3DSA:1.10.150.260	
IPR036807	PH1570-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.1600.10	
IPR036808	PA1123-like superfamily	interpro	homologous_superfamily		G3DSA:3.90.1650.10,SSF160477	
IPR036809	AF1782-like superfamily	interpro	homologous_superfamily		SSF158372	
IPR036810	SMc04008-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.3340.10,SSF158757	
IPR036811	Ubiquinol-cytochrome C reductase hinge domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.20,SSF81531	
IPR036812	NADP-dependent oxidoreductase domain superfamily	interpro	homologous_superfamily		SSF51430,G3DSA:3.20.20.100	
IPR036813	Tachylectin 2 superfamily	interpro	homologous_superfamily		SSF50934	
IPR036814	YqcC-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.1440.40,SSF158452	
IPR036815	14-3-3 domain superfamily	interpro	homologous_superfamily		SSF48445,G3DSA:1.20.190.20	
IPR036816	Ribonuclease A-like domain superfamily	interpro	homologous_superfamily		SSF54076,G3DSA:3.10.130.10	
IPR036817	Transthyretin/hydroxyisourate hydrolase domain superfamily	interpro	homologous_superfamily		SSF49472,G3DSA:2.60.40.180	
IPR036818	Axin interactor, dorsalization-associated protein, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.360,SSF109779	
IPR036819	Subtilisin inhibitor-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.350.10,SSF55399	GO:0004867
IPR036820	Archease domain superfamily	interpro	homologous_superfamily		G3DSA:3.55.10.10,SSF69819	
IPR036821	Peptide deformylase superfamily	interpro	homologous_superfamily		G3DSA:3.90.45.10,SSF56420	
IPR036822	Copper homeostasis (CutC) domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.380,SSF110395	GO:0005507,GO:0055070
IPR036823	Ribosomal protein S7 domain superfamily	interpro	homologous_superfamily		SSF47973,G3DSA:1.10.455.10	
IPR036824	Nucleoplasmin core domain superfamily	interpro	homologous_superfamily		SSF69203	
IPR036825	MTH865-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.238.80,SSF69025	
IPR036826	Cytochrome f large domain superfamily	interpro	homologous_superfamily		SSF49441,G3DSA:2.60.40.830	
IPR036827	She2 domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.200.20,SSF116942	GO:0003723
IPR036828	TTHA1528-like superfamily	interpro	homologous_superfamily		G3DSA:3.40.1530.10,SSF143592	
IPR036829	Hypothetical protein TM0875	interpro	homologous_superfamily		SSF90064,G3DSA:3.90.1000.10	
IPR036830	Polyphosphate kinase middle domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.1840.10	
IPR036831	HNS-dependent expression A superfamily	interpro	homologous_superfamily		SSF47752	GO:0071468,GO:0030288
IPR036832	Polyphosphate kinase N-terminal domain superfamily	interpro	homologous_superfamily		SSF140356	
IPR036833	Beta-galactosidase, domain 3 superfamily	interpro	homologous_superfamily		G3DSA:2.60.390.10,SSF117100	
IPR036834	Blc2-like superfamily	interpro	homologous_superfamily		G3DSA:1.10.437.10,SSF56854	GO:0042981
IPR036835	Replication modulator SeqA, C-terminal DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.20.1380.10,SSF82808	GO:0003677
IPR036836	Agouti domain superfamily	interpro	homologous_superfamily		SSF57055,G3DSA:4.10.760.10	GO:0005102
IPR036837	Cation efflux protein, cytoplasmic domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.1350,SSF160240	
