Entry	Gene ontology (cellular component)
Q9UKL6	cytosol [GO:0005829]
P30041	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q9UNM6	cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]; secretory granule lumen [GO:0034774]
A5PKW4	cleavage furrow [GO:0032154]; dendritic spine [GO:0043197]; extrinsic component of postsynaptic endosome membrane [GO:0098999]; postsynaptic density, intracellular component [GO:0099092]; ruffle membrane [GO:0032587]
Q9H6K5	
Q13635	apical part of cell [GO:0045177]; axonal growth cone [GO:0044295]; caveola [GO:0005901]; ciliary membrane [GO:0060170]; dendritic growth cone [GO:0044294]; endocytic vesicle membrane [GO:0030666]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]
P11686	alveolar lamellar body [GO:0097208]; clathrin-coated endocytic vesicle [GO:0045334]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lamellar body [GO:0042599]; multivesicular body lumen [GO:0097486]
Q96BW5	extracellular exosome [GO:0070062]
E9PB15	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P08575	bleb [GO:0032059]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane microdomain [GO:0098857]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]
O15067	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]
P20742	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9H974	cytoplasm [GO:0005737]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]
P28827	adherens junction [GO:0005912]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; lamellipodium [GO:0030027]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q8NFJ5	cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; vesicle [GO:0031982]
P04049	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]
Q92928	cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; membrane [GO:0016020]
Q15771	cis-Golgi network [GO:0005801]; endomembrane system [GO:0012505]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; intracellular membrane-bounded organelle [GO:0043231]; trans-Golgi network [GO:0005802]
Q96IS3	nuclear chromatin [GO:0000790]
Q96D15	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]
Q08999	chromatin [GO:0000785]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; transcription regulator complex [GO:0005667]
Q6ZWK4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6ZS11	actin cytoskeleton [GO:0015629]; cytoplasmic vesicle [GO:0031410]; ruffle [GO:0001726]
Q9UJD0	cytoskeleton of presynaptic active zone [GO:0048788]; presynaptic active zone [GO:0048786]; presynaptic active zone cytoplasmic component [GO:0098831]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]
Q9HB40	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
P40937	Ctf18 RFC-like complex [GO:0031390]; DNA replication factor C complex [GO:0005663]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q2M5E4	plasma membrane [GO:0005886]
P61353	cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q9Y6U3	actin cytoskeleton [GO:0015629]; brush border [GO:0005903]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; podosome [GO:0002102]; protein-containing complex [GO:0032991]
P00813	cell junction [GO:0030054]; cell surface [GO:0009986]; cytoplasmic vesicle lumen [GO:0060205]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; lysosome [GO:0005764]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
Q4L235	
P10398	cytosol [GO:0005829]; mitochondrion [GO:0005739]
O14727	apoptosome [GO:0043293]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774]
Q7Z628	cytosol [GO:0005829]; nucleus [GO:0005634]
P0C6C1	
Q9Y2Y0	centrosome [GO:0005813]; cilium [GO:0005929]; cytosol [GO:0005829]; midbody [GO:0030496]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]; spindle [GO:0005819]
Q92482	basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q69YU3	
A6NFN9	
Q96DX5	cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q6P2P2	cytoplasm [GO:0005737]
P59998	Arp2/3 protein complex [GO:0005885]; cell projection [GO:0042995]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
O75061	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; vesicle [GO:0031982]
P56159	anchored component of membrane [GO:0031225]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; Golgi apparatus [GO:0005794]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q5VSY0	Golgi apparatus [GO:0005794]
O00591	chloride channel complex [GO:0034707]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
P46093	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q8IXQ4	
Q13304	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q8IXK2	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q92643	endoplasmic reticulum membrane [GO:0005789]; GPI-anchor transamidase complex [GO:0042765]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]
Q9C091	integral component of membrane [GO:0016021]
O75791	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P14672	clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; insulin-responsive compartment [GO:0032593]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; multivesicular body [GO:0005771]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]; T-tubule [GO:0030315]; vesicle membrane [GO:0012506]
Q8N428	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P36959	cytosol [GO:0005829]; GMP reductase complex [GO:1902560]
Q7Z5G4	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; intrinsic component of Golgi membrane [GO:0031228]; palmitoyltransferase complex [GO:0002178]; tertiary granule lumen [GO:1904724]
Q9UJ83	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
Q16478	dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of postsynaptic density membrane [GO:0099061]; integral component of presynaptic membrane [GO:0099056]; kainate selective glutamate receptor complex [GO:0032983]; nucleoplasm [GO:0005654]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; terminal bouton [GO:0043195]
O43424	dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic density membrane [GO:0099061]; ionotropic glutamate receptor complex [GO:0008328]; parallel fiber to Purkinje cell synapse [GO:0098688]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
O15488	cytoplasm [GO:0005737]; cytosol [GO:0005829]
O94925	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; synapse [GO:0045202]
P21266	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; nucleus [GO:0005634]; sperm fibrous sheath [GO:0035686]
P57053	cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]
A4D1E9	chromosome [GO:0005694]; nucleolus [GO:0005730]
P09105	haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]
P16401	host cell nucleus [GO:0042025]; nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nuclear heterochromatin [GO:0005720]; nucleosome [GO:0000786]; nucleus [GO:0005634]
O00165	actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; cell cortex [GO:0005938]; clathrin-coated vesicle [GO:0030136]; endoplasmic reticulum [GO:0005783]; lamellipodium [GO:0030027]; mitochondrial intermembrane space [GO:0005758]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; P-body [GO:0000932]; sarcoplasmic reticulum [GO:0016529]; transcription regulator complex [GO:0005667]
A0A0C4DH62	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]
P04233	cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasm [GO:0005737]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; macrophage migration inhibitory factor receptor complex [GO:0035692]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; multivesicular body [GO:0005771]; NOS2-CD74 complex [GO:0035693]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]; vacuole [GO:0005773]
Q9Y2U9	nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]
A5PL33	
Q9Y2Y9	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q99732	cytoplasmic side of early endosome membrane [GO:0098559]; cytoplasmic side of late endosome membrane [GO:0098560]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
P07098	extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]
P14151	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]
O94898	cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; intracellular vesicle [GO:0097708]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
A4QPB2	plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q14766	collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; microfibril [GO:0001527]; protein-containing complex [GO:0032991]
Q02505	extracellular region [GO:0005576]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P42285	catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TRAMP complex [GO:0031499]
Q969V3	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; protein-containing complex [GO:0032991]
O14974	A band [GO:0031672]; actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018]
Q5TI25	cytoplasm [GO:0005737]
O14513	microtubule plus-end [GO:0035371]
P02689	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; myelin sheath [GO:0043209]
Q9Y2G1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q13506	nucleus [GO:0005634]
Q5VZE5	cytoplasm [GO:0005737]; NatC complex [GO:0031417]
Q86YV6	
Q9UJ70	cytosol [GO:0005829]; extracellular exosome [GO:0070062]
A0A1B0GTQ4	endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q8NGZ0	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q16612	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6IF36	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8IVL5	basement membrane [GO:0005604]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; sarcoplasmic reticulum [GO:0016529]
Q8NGT1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NHC8	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NGS1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9H210	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O76002	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NGY9	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NGC6	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NGW1	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q5JQS5	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NH85	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A6NL26	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9H4L5	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; filopodium tip [GO:0032433]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]
P11177	mitochondrial matrix [GO:0005759]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pyruvate dehydrogenase complex [GO:0045254]
Q02509	extracellular matrix [GO:0031012]
E9PI22	
Q96BN8	cytoplasm [GO:0005737]; cytosol [GO:0005829]; LUBAC complex [GO:0071797]
Q6GQQ9	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q9H4D5	cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nuclear RNA export factor complex [GO:0042272]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P0DMU2	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q99572	bleb [GO:0032059]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; integral component of nuclear inner membrane [GO:0005639]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]
Q8IWE2	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]
Q8NGS9	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6P474	endoplasmic reticulum [GO:0005783]
Q9Y5G8	integral component of plasma membrane [GO:0005887]
O76074	cytosol [GO:0005829]
Q58A45	cytosol [GO:0005829]; PAN complex [GO:0031251]; P-body [GO:0000932]
Q6UWI2	cytosol [GO:0005829]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
O00562	cell body [GO:0044297]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; lipid droplet [GO:0005811]; membrane [GO:0016020]; midbody [GO:0030496]
Q9NZK7	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
Q92508	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; lamellipodium membrane [GO:0031258]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q6ZWE6	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
Q12796	nucleus [GO:0005634]
O15162	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
P78424	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q5JTB6	extracellular region [GO:0005576]
Q9NYY3	centriole [GO:0005814]; centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nucleus [GO:0005634]; spindle pole [GO:0000922]
Q9UL19	cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q00722	cytosol [GO:0005829]
Q8TBY8	cytoplasm [GO:0005737]; sperm connecting piece [GO:0097224]
Q8NA72	centriole [GO:0005814]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q6S8J3	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]
Q6P5Z2	Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q9NUJ7	cytoplasm [GO:0005737]
Q8TAE6	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q9Y570	nucleoplasm [GO:0005654]
P23942	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]
P48556	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, lid subcomplex [GO:0008541]
P11465	extracellular region [GO:0005576]
A2A3K4	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]
Q05209	cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; podosome [GO:0002102]
Q7Z419	cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; ubiquitin ligase complex [GO:0000151]
P26045	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
Q96A58	cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P35243	dendrite [GO:0030425]; membrane [GO:0016020]; perikaryon [GO:0043204]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]
P61575	cytoplasm [GO:0005737]; nucleolus [GO:0005730]
Q96EN9	
Q6XE24	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]
Q9UL26	actin cytoskeleton [GO:0015629]; early endosome [GO:0005769]; endomembrane system [GO:0012505]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
Q15291	histone methyltransferase complex [GO:0035097]; MLL1 complex [GO:0071339]; MLL3/4 complex [GO:0044666]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]
Q8WWW0	cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]
Q8NDT2	nuclear envelope [GO:0005635]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; RNA N6-methyladenosine methyltransferase complex [GO:0036396]
P0C7P2	
P49756	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]
P62745	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; late endosome membrane [GO:0031902]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
O00212	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]
P40938	Ctf18 RFC-like complex [GO:0031390]; DNA replication factor C complex [GO:0005663]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P58872	integral component of membrane [GO:0016021]
Q9ULI2	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P49795	brush border [GO:0005903]; clathrin-coated vesicle [GO:0030136]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
P18621	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]
Q9Y2Y1	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA polymerase III complex [GO:0005666]
Q9H4P4	cytosol [GO:0005829]; endoplasmic reticulum tubular network [GO:0071782]; perinuclear region of cytoplasm [GO:0048471]
P35398	host cell nucleus [GO:0042025]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q5T2S8	axoneme [GO:0005930]; ciliary base [GO:0097546]
Q6UX46	extracellular region [GO:0005576]
P08913	basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
O95445	discoidal high-density lipoprotein particle [GO:0034365]; extracellular region [GO:0005576]; high-density lipoprotein particle [GO:0034364]; low-density lipoprotein particle [GO:0034362]; spherical high-density lipoprotein particle [GO:0034366]; very-low-density lipoprotein particle [GO:0034361]
Q9BXX2	
Q9HCE6	cytosol [GO:0005829]
P50553	neuronal cell body [GO:0043025]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q9H993	
P18440	cytosol [GO:0005829]
P18847	CHOP-ATF3 complex [GO:1990622]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q93084	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; organelle membrane [GO:0031090]; platelet dense tubular network membrane [GO:0031095]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]
Q5VT79	cytoplasm [GO:0005737]
Q13315	cytoplasmic vesicle [GO:0031410]; DNA repair complex [GO:1990391]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]
Q7Z465	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q96P09	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9Y2T3	cytosol [GO:0005829]; intracellular [GO:0005622]
P17693	cis-Golgi network membrane [GO:0033106]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; ER to Golgi transport vesicle membrane [GO:0012507]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; filopodium membrane [GO:0031527]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; membrane [GO:0016020]; MHC class I protein complex [GO:0042612]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]
