Entry	Gene ontology (cellular component)
Q9Z1R4	
Q6PGK7	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q810P3	cytoplasm [GO:0005737]; cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]
Q6PZD9	nucleus [GO:0005634]
Q9QUK0	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9D3R3	centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cytoplasm [GO:0005737]
Q3UMM4	ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q04735	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; microtubule cytoskeleton [GO:0015630]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]
Q810T2	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q9DCG2	cell cortex [GO:0005938]; filopodium [GO:0030175]; integral component of membrane [GO:0016021]; microvillus [GO:0005902]
O54775	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q8C6E0	axoneme [GO:0005930]; ciliary base [GO:0097546]; ciliary transition zone [GO:0035869]; motile cilium [GO:0031514]; nucleus [GO:0005634]
P56198	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; nucleus [GO:0005634]
P68500	anchored component of presynaptic membrane [GO:0099026]; axon [GO:0030424]; GABA-ergic synapse [GO:0098982]; plasma membrane [GO:0005886]
P24161	alpha-beta T cell receptor complex [GO:0042105]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101]
Q9CWN7	CCR4-NOT complex [GO:0030014]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q8K2Z4	condensed chromosome [GO:0000793]; condensed chromosome, centromeric region [GO:0000779]; condensin complex [GO:0000796]; cytosol [GO:0005829]; nuclear condensin complex [GO:0000799]; nucleoplasm [GO:0005654]; pronucleus [GO:0045120]
Q8BXA6	bicellular tight junction [GO:0005923]; chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q61419	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]
Q3TWN3	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
Q9JL99	integral component of plasma membrane [GO:0005887]
Q3ZRW6	extracellular space [GO:0005615]; nucleus [GO:0005634]
O35486	
Q8VC23	
Q922J3	cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; macropinosome [GO:0044354]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; ruffle [GO:0001726]
Q9QZE2	cytoplasm [GO:0005737]; mast cell granule [GO:0042629]; protein-containing complex [GO:0032991]
O35491	nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9Z0H8	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; dendritic microtubule [GO:1901588]; lamellar body [GO:0042599]; microtubule plus-end [GO:0035371]; nucleus [GO:0005634]
Q9D979	
Q9R194	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P0C092	axon [GO:0030424]; axon terminus [GO:0043679]; cytosol [GO:0005829]; dendrite [GO:0030425]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]
O55127	endoplasmic reticulum membrane [GO:0005789]
P15392	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]
E9Q816	cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; organelle membrane [GO:0031090]; plasma membrane [GO:0005886]
Q8K1Z0	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P00405	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]
Q9DBX6	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]
Q9CX80	cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]
Q9EPV9	extracellular space [GO:0005615]
P23738	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]
Q8CIG0	nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
Q61475	anchored component of membrane [GO:0031225]; apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
Q9QZ73	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ubiquitin ligase complex [GO:0000151]
Q62165	adherens junction [GO:0005912]; basal plasma membrane [GO:0009925]; basement membrane [GO:0005604]; basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; contractile ring [GO:0070938]; costamere [GO:0043034]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystroglycan complex [GO:0016011]; dystrophin-associated glycoprotein complex [GO:0016010]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; membrane [GO:0016020]; membrane raft [GO:0045121]; node of Ranvier [GO:0033268]; nuclear periphery [GO:0034399]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic cytosol [GO:0099524]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; synapse [GO:0045202]
Q9D6I7	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9QYJ3	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; postsynapse [GO:0098794]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; sperm head [GO:0061827]
Q9D7K5	mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; SCF ubiquitin ligase complex [GO:0019005]
P60904	anchored component of membrane [GO:0031225]; anchored component of synaptic vesicle membrane [GO:0098993]; chromaffin granule membrane [GO:0042584]; cytosol [GO:0005829]; melanosome [GO:0042470]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021]
Q9QXP4	nucleus [GO:0005634]; replication fork [GO:0005657]; replisome [GO:0030894]
Q8VCH6	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]
P63037	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q9WUQ7	
E9Q8D0	cytoplasm [GO:0005737]; nucleolus [GO:0005730]
Q9EQ06	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]
Q9CR48	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; photoreceptor inner segment [GO:0001917]
Q61614	integral component of membrane [GO:0016021]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; T-tubule [GO:0030315]
Q05AA6	dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]
Q9QXB9	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q148W8	sarcomere [GO:0030017]
P62631	cytoplasm [GO:0005737]; eukaryotic translation elongation factor 1 complex [GO:0005853]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; synapse [GO:0045202]
Q9WV92	cell-cell junction [GO:0005911]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; juxtaparanode region of axon [GO:0044224]; paranode region of axon [GO:0033270]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]
Q33DR2	mitochondrion [GO:0005739]; transferase complex [GO:1990234]
Q925E7	cytosol [GO:0005829]; protein phosphatase type 2A complex [GO:0000159]
Q80T32	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
E9Q4N7	brahma complex [GO:0035060]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nBAF complex [GO:0071565]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; SWI/SNF complex [GO:0016514]; synapse [GO:0045202]
Q99NG0	nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q8BGK2	
P48036	axon terminus [GO:0043679]; cell projection [GO:0042995]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endothelial microparticle [GO:0072563]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; intercalated disc [GO:0014704]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; synaptic vesicle [GO:0008021]; Z disc [GO:0030018]
P56380	mitochondrion [GO:0005739]
Q3TYU2	integral component of membrane [GO:0016021]
Q2KHK3	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P50429	cell surface [GO:0009986]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; mitochondrion [GO:0005739]; rough endoplasmic reticulum [GO:0005791]
Q925I1	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
O54798	integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
Q9CWQ3	cell junction [GO:0030054]; cytosol [GO:0005829]; extrinsic component of mitochondrial inner membrane [GO:0031314]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
O54940	centriole [GO:0005814]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]; spindle pole centrosome [GO:0031616]
Q63918	caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q8BTE5	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]
Q9CQ10	cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; early endosome [GO:0005769]; ESCRT III complex [GO:0000815]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; midbody [GO:0030496]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886]
Q8VCN6	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P11911	B cell receptor complex [GO:0019815]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; multivesicular body [GO:0005771]; plasma membrane [GO:0005886]
Q9JJ66	anaphase-promoting complex [GO:0005680]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922]
Q8R1U2	extracellular region [GO:0005576]
Q7TSY6	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q9CPY4	cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]
Q60773	cyclin D2-CDK4 complex [GO:0097129]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8C6S9	axoneme [GO:0005930]
Q9CY57	cytoplasmic ribonucleoprotein granule [GO:0036464]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; transcription export complex [GO:0000346]
Q810M1	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q99K99	cell junction [GO:0030054]; nucleoplasm [GO:0005654]
P09920	extracellular space [GO:0005615]
P16563	extracellular space [GO:0005615]
Q9R1A8	Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; Golgi membrane [GO:0000139]; nuclear speck [GO:0016607]
Q80WM3	plasma membrane [GO:0005886]; SNARE complex [GO:0031201]; synapse [GO:0045202]; terminal bouton [GO:0043195]
Q9D7J7	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
P24457	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]
Q9Z2L7	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q7TSG2	centrosome [GO:0005813]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]
Q9EPU4	mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9CQ02	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P49025	actin cytoskeleton [GO:0015629]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Golgi cisterna [GO:0031985]; midbody [GO:0030496]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; vacuole [GO:0005773]
Q810W6	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A2RTF1	CatSper complex [GO:0036128]; cilium [GO:0005929]; ion channel complex [GO:0034702]
Q9CQ89	membrane [GO:0016020]
Q4FZF3	nucleus [GO:0005634]
Q9DBN9	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9D8N2	cell [GO:0005623]; late endosome [GO:0005770]
Q9CWX9	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q6PFH3	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]
Q9D1G0	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]
Q3TXU5	cytoplasm [GO:0005737]
Q9QYI7	cytosol [GO:0005829]; nucleus [GO:0005634]
Q9CQ00	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]
Q8CJG0	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; mRNA cap binding complex [GO:0005845]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]
Q80TR1	axon [GO:0030424]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; integral component of plasma membrane [GO:0005887]; integral component of presynaptic membrane [GO:0099056]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]
Q61824	integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q9WUL7	axoneme [GO:0005930]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; photoreceptor connecting cilium [GO:0032391]; spindle microtubule [GO:0005876]
Q9R182	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; early endosome [GO:0005769]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]
Q6VUP9	nucleus [GO:0005634]
Q9D504	centrosome [GO:0005813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P97822	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]
Q9QWY8	cell projection membrane [GO:0031253]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; podosome [GO:0002102]
P70704	chromaffin granule membrane [GO:0042584]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of synaptic vesicle membrane [GO:0030285]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q8CG79	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q9D668	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; plasma membrane [GO:0005886]
Q7TQH0	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]
Q99N20	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Sin3-type complex [GO:0070822]
Q9ESJ1	cytosol [GO:0005829]; growth cone [GO:0030426]; nucleoplasm [GO:0005654]
O35161	integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q8C4M7	centriolar satellite [GO:0034451]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q3UJP5	cell junction [GO:0030054]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]
Q00322	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P18406	collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]
Q61457	centrosome [GO:0005813]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin E1-CDK2 complex [GO:0097134]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q63994	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q69ZF7	basolateral plasma membrane [GO:0016323]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q07643	collagen-containing extracellular matrix [GO:0062023]; collagen type IX trimer [GO:0005594]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q62398	intracellular cyclic nucleotide activated cation channel complex [GO:0017071]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
Q810N5	
Q9Z0S3	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q00780	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
P29974	cytoplasm [GO:0005737]; intracellular cyclic nucleotide activated cation channel complex [GO:0017071]; membrane [GO:0016020]; photoreceptor outer segment [GO:0001750]; photoreceptor outer segment membrane [GO:0042622]; terminal bouton [GO:0043195]
P01587	extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]
B1AR13	mitochondrion [GO:0005739]
Q6P9K8	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q9Z125	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O70333	cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; neuronal cell body [GO:0043025]; postsynaptic density [GO:0014069]
Q9CPZ8	mitochondrion [GO:0005739]
P62696	
Q8BW22	chromosome, centromeric region [GO:0000775]; condensed chromosome kinetochore [GO:0000777]; condensed nuclear chromosome, centromeric region [GO:0000780]; cytosol [GO:0005829]; kinetochore [GO:0000776]; nBAF complex [GO:0071565]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P20852	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]
P56656	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]
P17515	external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q8BGD5	AMPA glutamate receptor complex [GO:0032281]; axon [GO:0030424]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glutamatergic synapse [GO:0098978]; integral component of endoplasmic reticulum membrane [GO:0030176]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; postsynapse [GO:0098794]
P39061	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
P97318	apical part of cell [GO:0045177]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]
Q3URE8	integral component of membrane [GO:0016021]
Q8BXZ0	integral component of membrane [GO:0016021]
Q9WUS4	connexin complex [GO:0005922]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]
Q9D4G1	
P57757	integral component of membrane [GO:0016021]; intermediate filament cytoskeleton [GO:0045111]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]
P28230	connexin complex [GO:0005922]; cytoplasm [GO:0005737]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
P70689	actin filament [GO:0005884]; apical plasma membrane [GO:0016324]; cell junction [GO:0030054]; connexin complex [GO:0005922]; cytosol [GO:0005829]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]
Q80TS7	cell projection [GO:0042995]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine membrane [GO:0032591]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]
Q9WTL0	extracellular space [GO:0005615]
Q9CQJ6	
Q99KJ8	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; growth cone [GO:0030426]; kinetochore [GO:0000776]; membrane [GO:0016020]; microtubule [GO:0005874]; vesicle [GO:0031982]
Q99J78	
P82019	extracellular space [GO:0005615]
Q91YD3	cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; nucleus [GO:0005634]; P-body [GO:0000932]; transcription regulator complex [GO:0005667]
Q9D0A3	lamellipodium [GO:0030027]
Q8QZR1	mitochondrion [GO:0005739]
Q80X66	cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]
Q8R464	cell-cell contact zone [GO:0044291]; cell leading edge [GO:0031252]; integral component of membrane [GO:0016021]
Q3TVA9	acrosomal membrane [GO:0002080]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q9ERQ8	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q09LZ8	axon cytoplasm [GO:1904115]; centriole [GO:0005814]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]
P10598	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q8BGA7	
Q7TN33	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; synapse [GO:0045202]
Q8K2Q5	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
Q9QYM8	condensed chromosome kinetochore [GO:0000777]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8BHG9	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P53566	CHOP-C/EBP complex [GO:0036488]; intracellular membrane-bounded organelle [GO:0043231]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; Rb-E2F complex [GO:0035189]; RNA polymerase II transcription regulator complex [GO:0090575]; transcription regulator complex [GO:0005667]
Q8BLF2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q640L3	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q3UMF0	
O54991	axon [GO:0030424]; integral component of membrane [GO:0016021]; myelin sheath [GO:0043209]; paranodal junction [GO:0033010]; paranode region of axon [GO:0033270]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; septate junction [GO:0005918]
Q9DAF8	
Q9Z238	centrosome [GO:0005813]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cyclin E1-CDK2 complex [GO:0097134]; cyclin E2-CDK2 complex [GO:0097135]; cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q8VCE4	
Q9D4C9	clathrin-coated vesicle [GO:0030136]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; trans-Golgi network [GO:0005802]
P59242	apical junction complex [GO:0043296]; bicellular tight junction [GO:0005923]; brush border [GO:0005903]; cell junction [GO:0030054]; myosin complex [GO:0016459]; plasma membrane [GO:0005886]
Q8C6K9	collagen-containing extracellular matrix [GO:0062023]; collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]
Q9CX66	
