Entry	Gene ontology (cellular component)
Q6AYD3	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q920E0	integral component of plasma membrane [GO:0005887]
Q60GF7	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q8K593	caveola [GO:0005901]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q62923	axon terminus [GO:0043679]; dendrite [GO:0030425]; extracellular region [GO:0005576]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
O55000	chromatin [GO:0000785]; nuclear chromatin [GO:0000790]; PTW/PP1 phosphatase complex [GO:0072357]
Q924S1	endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
O88794	cytosol [GO:0005829]; nucleoplasm [GO:0005654]
P06765	cytoplasm [GO:0005737]; extracellular space [GO:0005615]; host cell cytoplasm [GO:0030430]; platelet alpha granule [GO:0031091]; protein-containing complex [GO:0032991]; symbiont-containing vacuole membrane [GO:0020005]; vesicle [GO:0031982]
Q9WVR7	cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]
P29288	extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]
Q5BJR4	cytoplasm [GO:0005737]
Q2VWP9	integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
P62193	cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; proteasome regulatory particle, base subcomplex [GO:0008540]
P83748	anchored component of plasma membrane [GO:0046658]; extracellular space [GO:0005615]
Q3T1I4	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]
Q9ES40	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P11685	alveolar lamellar body [GO:0097208]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; multivesicular body [GO:0005771]
B1H224	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P35233	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
O08617	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P06768	cytosol [GO:0005829]
D3Z987	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
M0RC99	actin cytoskeleton [GO:0015629]; anchored component of synaptic vesicle membrane [GO:0098993]; axon [GO:0030424]; axon terminus [GO:0043679]; cytoplasm [GO:0005737]; cytoplasmic side of early endosome membrane [GO:0098559]; cytosol [GO:0005829]; dendrite [GO:0030425]; early endosome [GO:0005769]; early phagosome [GO:0032009]; endocytic vesicle [GO:0030139]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; melanosome [GO:0042470]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; postsynaptic early endosome [GO:0098842]; protein-containing complex [GO:0032991]; recycling endosome [GO:0055037]; ruffle [GO:0001726]; somatodendritic compartment [GO:0036477]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]; zymogen granule membrane [GO:0042589]
B0BN49	nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; U2 snRNP [GO:0005686]; U2-type precatalytic spliceosome [GO:0071005]
Q5XI28	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q7TNZ5	cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; plasma membrane [GO:0005886]
Q9JIR3	cytoskeleton of presynaptic active zone [GO:0048788]; glutamatergic synapse [GO:0098978]; postsynaptic cytosol [GO:0099524]; presynaptic active zone cytoplasmic component [GO:0098831]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]
P70501	nucleus [GO:0005634]; protein-containing complex [GO:0032991]
P20171	cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
P49799	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q7TNK7	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P49806	axon terminus [GO:0043679]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]
P35427	cytosolic large ribosomal subunit [GO:0022625]; GAIT complex [GO:0097452]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q6AXT0	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q498T4	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
O88846	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]
A7VJC2	Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; neuronal ribonucleoprotein granule [GO:0071598]; neuron projection [GO:0043005]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; perikaryon [GO:0043204]; postsynaptic cytosol [GO:0099524]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681]
P62278	cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; synapse [GO:0045202]
E9PT23	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
P53792	brush border membrane [GO:0031526]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6R6I6	integral component of plasma membrane [GO:0005887]
P48303	cytoplasm [GO:0005737]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
O88446	integral component of membrane [GO:0016021]
Q6P7B9	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]
P56603	clathrin-coated vesicle [GO:0030136]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; recycling endosome membrane [GO:0055038]; synapse [GO:0045202]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; zymogen granule membrane [GO:0042589]
P21581	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular space [GO:0005615]; filopodium [GO:0030175]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]
Q9WUI9	cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; presynaptic active zone [GO:0048786]; protein-containing complex [GO:0032991]; rough endoplasmic reticulum [GO:0005791]
Q05982	centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587]
P20070	endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]
D3ZDI6	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
P70549	axon [GO:0030424]; axon terminus [GO:0043679]; cell projection [GO:0042995]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; intrinsic component of plasma membrane [GO:0031226]; microtubule [GO:0005874]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; synapse [GO:0045202]
Q9QYK3	autophagosome [GO:0005776]; cytoplasmic vesicle [GO:0031410]; nucleus [GO:0005634]
P0C0L6	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]
Q9EP86	cilium [GO:0005929]; integral component of plasma membrane [GO:0005887]
P70553	endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; lysosome [GO:0005764]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; tertiary granule membrane [GO:0070821]
Q6AYG7	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O70215	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q62918	cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular space [GO:0005615]; membrane [GO:0016020]; perikaryon [GO:0043204]
B2GV71	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrion [GO:0005739]
D3ZVR1	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O88628	early endosome membrane [GO:0031901]; integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]; plasma membrane [GO:0005886]
P08721	apical part of cell [GO:0045177]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]; vesicle [GO:0031982]
P08461	mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; pyruvate dehydrogenase complex [GO:0045254]
P70526	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q2TA68	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite [GO:0030425]; extrinsic component of mitochondrial inner membrane [GO:0031314]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitochondrial crista [GO:0030061]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q8QZV1	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587]; sarcolemma [GO:0042383]
Q923S8	cytosol [GO:0005829]; nucleus [GO:0005634]
Q9WVK3	intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
P61459	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q08388	brush border membrane [GO:0031526]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; sarcolemma [GO:0042383]
Q8VD52	cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; lamellipodium membrane [GO:0031258]; ruffle membrane [GO:0032587]
P24800	extracellular space [GO:0005615]
Q5HZB0	cytoplasmic vesicle [GO:0031410]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q4FZT2	
Q5K2P9	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
M0RCP6	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]
P17220	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
Q9ESQ7	cleavage furrow [GO:0032154]; dendritic spine [GO:0043197]; extrinsic component of postsynaptic endosome membrane [GO:0098999]; integral component of membrane [GO:0016021]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; ruffle membrane [GO:0032587]
A1L1K1	TORC2 complex [GO:0031932]
Q5U1W2	nucleoplasm [GO:0005654]
Q4V8F4	endosome membrane [GO:0010008]
Q5U316	anchored component of synaptic vesicle membrane [GO:0098993]; cell projection membrane [GO:0031253]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated pit [GO:0005905]; endomembrane system [GO:0012505]; endosome membrane [GO:0010008]; intercellular bridge [GO:0045171]; melanosome [GO:0042470]; plasma membrane [GO:0005886]
P63245	cell body [GO:0044297]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; dendrite [GO:0030425]; IRE1-RACK1-PP2A complex [GO:1990630]; membrane [GO:0016020]; midbody [GO:0030496]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; small ribosomal subunit [GO:0015935]
P10536	endomembrane system [GO:0012505]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; perinuclear region of cytoplasm [GO:0048471]; phagophore assembly site membrane [GO:0034045]; synapse [GO:0045202]
Q6IN33	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P97680	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
P50904	cytosol [GO:0005829]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
Q99N37	bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q6MGB6	cytosol [GO:0005829]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; PcG protein complex [GO:0031519]; PRC1 complex [GO:0035102]; sex chromatin [GO:0001739]; ubiquitin ligase complex [GO:0000151]
Q5PQJ5	cytoplasm [GO:0005737]; protein-containing complex [GO:0032991]
Q5U2Z7	adherens junction [GO:0005912]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]
Q9Z1Y0	cell cortex [GO:0005938]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; endosome membrane [GO:0010008]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
P62832	cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; ribosome [GO:0005840]
P39032	cytosolic large ribosomal subunit [GO:0022625]; polysomal ribosome [GO:0042788]; synapse [GO:0045202]
O55004	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q5BJX1	mitochondrial large ribosomal subunit [GO:0005762]; ribonucleoprotein complex [GO:1990904]
P09895	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; synapse [GO:0045202]
D3Z8N2	cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleus [GO:0005634]
O54888	nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
Q62868	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoskeleton [GO:0005856]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]; spindle pole centrosome [GO:0031616]
P45446	host cell nucleus [GO:0042025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P62755	cell body [GO:0044297]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosolic small ribosomal subunit [GO:0022627]; dendrite [GO:0030425]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small ribosomal subunit [GO:0015935]
Q3KR82	integral component of membrane [GO:0016021]
P23978	axon [GO:0030424]; cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
P50116	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
P0C606	Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SAGA-type complex [GO:0070461]
Q6Q3F5	integral component of membrane [GO:0016021]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
Q5M824	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; Shc-EGFR complex [GO:0070435]
O70141	extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]
Q7TP36	adherens junction [GO:0005912]; apical junction complex [GO:0043296]; apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; cell cortex [GO:0005938]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
P23811	cytoplasmic microtubule [GO:0005881]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P37089	acrosomal vesicle [GO:0001669]; apical plasma membrane [GO:0016324]; ciliary membrane [GO:0060170]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; motile cilium [GO:0031514]; sodium channel complex [GO:0034706]; sperm principal piece [GO:0097228]
Q1HCL7	mitochondrion [GO:0005739]
Q9ESN0	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
Q9R1M7	glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; NMDA selective glutamate receptor complex [GO:0017146]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
P51179	host cell nucleus [GO:0042025]; mast cell granule [GO:0042629]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
O54968	centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; host cell nucleus [GO:0042025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-DNA complex [GO:0032993]
Q62725	CCAAT-binding factor complex [GO:0016602]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription regulator complex [GO:0090575]
D3ZBE5	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; spindle pole [GO:0000922]
Q6P9U1	nucleoplasm [GO:0005654]
P11662	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; postsynaptic density [GO:0014069]
Q03351	axon [GO:0030424]; cytoplasm [GO:0005737]; glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; membrane [GO:0016020]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
O08587	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]
Q5U1X1	mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P08937	extracellular region [GO:0005576]
P49654	axon [GO:0030424]; dendritic spine [GO:0043197]; Golgi apparatus [GO:0005794]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of nuclear inner membrane [GO:0005639]; integral component of plasma membrane [GO:0005887]; integral component of presynaptic membrane [GO:0099056]; membrane [GO:0016020]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; receptor complex [GO:0043235]; rough endoplasmic reticulum [GO:0005791]; Schaffer collateral - CA1 synapse [GO:0098685]; terminal bouton [GO:0043195]
P10361	centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; replication fork [GO:0005657]; RNA polymerase II transcription regulator complex [GO:0090575]; site of double-strand break [GO:0035861]; transcription regulator complex [GO:0005667]
P60571	cytoplasm [GO:0005737]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P15399	extracellular region [GO:0005576]; nucleus [GO:0005634]
Q99ML5	lysosome [GO:0005764]; plasma membrane [GO:0005886]; very-low-density lipoprotein particle [GO:0034361]
Q01066	cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]
P62025	
G3V7L5	cytoplasm [GO:0005737]; nuclear euchromatin [GO:0005719]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
P29117	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739]
Q63755	nucleus [GO:0005634]
P0C089	integral component of mitochondrial inner membrane [GO:0031305]
Q9WV25	nucleus [GO:0005634]
Q7TQ16	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]
P51156	anchored component of synaptic vesicle membrane [GO:0098993]; endomembrane system [GO:0012505]; Golgi membrane [GO:0000139]; intrinsic component of plasma membrane [GO:0031226]; secretory granule membrane [GO:0030667]
Q6AYT0	cytosol [GO:0005829]
Q6NYB7	cytosol [GO:0005829]; early endosome [GO:0005769]; endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; neuronal cell body [GO:0043025]; presynapse [GO:0098793]
Q6AXS4	apical plasma membrane [GO:0016324]; autophagosome membrane [GO:0000421]; axon [GO:0030424]; cell body [GO:0044297]; cytoplasmic vesicle [GO:0031410]; dendritic spine membrane [GO:0032591]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]
Q9WVB1	cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endosome to plasma membrane transport vesicle [GO:0070381]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; presynapse [GO:0098793]; trans-Golgi network [GO:0005802]
Q62703	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; nucleolus [GO:0005730]
Q2KJ10	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P17078	cytosolic large ribosomal subunit [GO:0022625]
P0C2C1	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
D4AE41	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681]
Q5M818	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
Q6MFY5	RNA polymerase I complex [GO:0005736]
Q68FQ7	cytosol [GO:0005829]; R2TP complex [GO:0097255]
Q9R1N3	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium [GO:0032420]; synapse [GO:0045202]
O70531	apical plasma membrane [GO:0016324]; integral component of plasma membrane [GO:0005887]; microvillus membrane [GO:0031528]
Q91ZR7	Golgi apparatus [GO:0005794]; integral component of Golgi membrane [GO:0030173]
P49743	cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
O54698	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]
Q2M1K6	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
Q4QR80	mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
Q64548	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; smooth endoplasmic reticulum [GO:0005790]
P28572	asymmetric synapse [GO:0032279]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; integral component of synaptic vesicle membrane [GO:0030285]; parallel fiber to Purkinje cell synapse [GO:0098688]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]
