Entry	Gene ontology (cellular component)
Q9XW10	cytosol [GO:0005829]; endosome [GO:0005768]; trans-Golgi network [GO:0005802]
Q9N5L4	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q21993	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]
Q02331	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q09496	astral microtubule [GO:0000235]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; spindle pole [GO:0000922]
Q94300	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]
G5EGK6	nucleus [GO:0005634]
Q22799	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; dynein complex [GO:0030286]; microtubule [GO:0005874]; nuclear envelope [GO:0005635]
Q9XTB5	chromosome [GO:0005694]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; nuclear inner membrane [GO:0005637]
O61967	adherens junction [GO:0005912]; basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; cell junction [GO:0030054]; postsynaptic density [GO:0014069]; synapse [GO:0045202]
O16956	extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
Q9N2U6	Ragulator complex [GO:0071986]
G5EGQ5	nucleus [GO:0005634]
Q95Q17	core mediator complex [GO:0070847]; mediator complex [GO:0016592]
Q9N337	core mediator complex [GO:0070847]; mediator complex [GO:0016592]
Q21902	cytosol [GO:0005829]; MCM complex [GO:0042555]; nucleus [GO:0005634]
Q9BI74	mediator complex [GO:0016592]
Q23490	extracellular space [GO:0005615]
Q19426	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
G5EFI7	basal part of cell [GO:0045178]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
Q9XW13	cytoplasm [GO:0005737]; RNA cap binding complex [GO:0034518]
O61199	mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252]
Q17833	integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
A8WHP8	lipid droplet [GO:0005811]
O62203	nucleus [GO:0005634]
Q22908	endomembrane system [GO:0012505]; perinuclear region of cytoplasm [GO:0048471]
Q09485	synapse [GO:0045202]
Q8WQC0	cell cortex [GO:0005938]
P34356	integral component of membrane [GO:0016021]
P34334	cytosolic large ribosomal subunit [GO:0022625]
P48158	cytosolic large ribosomal subunit [GO:0022625]
P48166	cytosolic large ribosomal subunit [GO:0022625]
P49622	cytosolic large ribosomal subunit [GO:0022625]
Q09251	endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; sarcoplasmic reticulum membrane [GO:0033017]
O02218	lipid droplet [GO:0005811]
Q27355	nucleus [GO:0005634]
P54245	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
P45442	cell projection membrane [GO:0031253]; integral component of plasma membrane [GO:0005887]; neuronal cell body membrane [GO:0032809]
Q95XZ6	integral component of membrane [GO:0016021]; integral component of organelle membrane [GO:0031301]; lysosomal membrane [GO:0005765]
Q9XWE9	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q94252	cytoplasm [GO:0005737]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
P05634	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; pseudopodium [GO:0031143]
Q20624	molybdopterin synthase complex [GO:0019008]
Q9N392	CIA complex [GO:0097361]
Q93594	nuclear cap binding complex [GO:0005846]; nuclear envelope [GO:0005635]; nuclear periphery [GO:0034399]
Q23489	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q18192	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q21433	apical plasma membrane [GO:0016324]; cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]
O17748	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q09297	mitochondrion [GO:0005739]
O45870	caveola [GO:0005901]; integral component of membrane [GO:0016021]
Q19084	integral component of plasma membrane [GO:0005887]
O02115	nucleus [GO:0005634]; PCNA complex [GO:0043626]
A5JYS0	
P90783	Cdc73/Paf1 complex [GO:0016593]; transcriptionally active chromatin [GO:0035327]
P34266	P granule [GO:0043186]
Q17850	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; hemidesmosome [GO:0030056]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
Q9TZH6	
Q09422	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
O62090	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q95008	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
O76371	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome regulatory particle, base subcomplex [GO:0008540]
Q1ENI8	basement membrane [GO:0005604]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q09417	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; protein-containing complex [GO:0032991]; RIC1-RGP1 guanyl-nucleotide exchange factor complex [GO:0034066]
Q94231	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
Q9BKS0	integral component of membrane [GO:0016021]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]
Q19572	brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; heterotrimeric G-protein complex [GO:0005834]; nucleus [GO:0005634]
P34299	cell surface [GO:0009986]; dendrite [GO:0030425]; ionotropic glutamate receptor complex [GO:0008328]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; neuron projection membrane [GO:0032589]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; synapse [GO:0045202]
Q93379	cytosol [GO:0005829]; mitochondrion [GO:0005739]
P08898	nucleosome [GO:0000786]; nucleus [GO:0005634]
Q95Y52	axon [GO:0030424]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]
Q20958	extracellular region [GO:0005576]
Q20065	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]
Q19749	mitochondrial pyruvate dehydrogenase complex [GO:0005967]
Q09460	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P30645	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q27874	basal plasma membrane [GO:0009925]; basement membrane [GO:0005604]; cell surface [GO:0009986]; focal adhesion [GO:0005925]; integrin complex [GO:0008305]; lateral plasma membrane [GO:0016328]; M band [GO:0031430]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; striated muscle dense body [GO:0055120]; Z disc [GO:0030018]
Q17827	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]
Q20845	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle pole [GO:0000922]
O17915	condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q21454	mitochondrion [GO:0005739]; ribosome [GO:0005840]
Q9GR61	RNA polymerase I complex [GO:0005736]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase III complex [GO:0005666]
P91478	mitochondrion [GO:0005739]
Q17632	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]
Q9N4M4	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; perinuclear region of cytoplasm [GO:0048471]
Q5CZ52	ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; pericentriolar material [GO:0000242]
O16115	
P90820	extracellular region [GO:0005576]
P26797	nucleus [GO:0005634]
Q20751	cytoplasm [GO:0005737]
Q09627	extracellular region [GO:0005576]
Q09628	extracellular region [GO:0005576]
P32742	cytoplasm [GO:0005737]
P34370	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
P30625	cAMP-dependent protein kinase complex [GO:0005952]; cytosol [GO:0005829]; membrane [GO:0016020]
P46822	cytoplasm [GO:0005737]; kinesin I complex [GO:0016938]; microtubule [GO:0005874]; nuclear envelope [GO:0005635]
Q9BKU8	cytosol [GO:0005829]; nucleus [GO:0005634]
P30634	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34611	cytoplasm [GO:0005737]
Q93655	integral component of membrane [GO:0016021]
P91268	extracellular region [GO:0005576]; membrane [GO:0016020]
Q19189	integral component of peroxisomal membrane [GO:0005779]; peroxisomal importomer complex [GO:1990429]
O62146	extracellular region [GO:0005576]
B2D6K9	astral microtubule [GO:0000235]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; spindle pole [GO:0000922]
Q95005	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
P34342	nucleus [GO:0005634]
P49808	
Q09566	adherens junction [GO:0005912]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]
O61866	extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; lysosome [GO:0005764]
Q21121	integral component of mitochondrial inner membrane [GO:0031305]; uniplex complex [GO:1990246]
Q965G5	cytoplasm [GO:0005737]; nucleus [GO:0005634]; perikaryon [GO:0043204]; synapse [GO:0045202]
Q27433	integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; neuron projection membrane [GO:0032589]; plasma membrane [GO:0005886]
P24612	axon [GO:0030424]; integral component of plasma membrane [GO:0005887]; neuron projection membrane [GO:0032589]
Q9XUS2	mediator complex [GO:0016592]; nucleus [GO:0005634]
Q9N5A1	mediator complex [GO:0016592]
Q9NH52	autosome [GO:0030849]; chromatin [GO:0000785]; chromosome [GO:0005694]; nuclear chromosome [GO:0000228]; nucleus [GO:0005634]; X chromosome [GO:0000805]
A0A0K3AWM6	early endosome [GO:0005769]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P34496	mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoid [GO:0009295]
Q22398	extracellular region [GO:0005576]
Q20942	extracellular region [GO:0005576]
Q9BKR0	
Q21986	chromosome [GO:0005694]; cytoplasm [GO:0005737]; NatB complex [GO:0031416]; nucleus [GO:0005634]
Q03613	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q17771	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
O16452	endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q20719	mitochondrial respiratory chain complex I [GO:0005747]
O45717	centrosome [GO:0005813]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; nuclear envelope [GO:0005635]; synapse [GO:0045202]
Q93796	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9U3A0	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; P granule [GO:0043186]; plasma membrane [GO:0005886]
Q09525	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9TXI7	cell projection [GO:0042995]; cytoplasm [GO:0005737]; endosome [GO:0005768]; membrane [GO:0016020]; nuclear outer membrane [GO:0005640]; nucleolus [GO:0005730]; peroxisome [GO:0005777]; phagocytic cup [GO:0001891]; phagophore assembly site [GO:0000407]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]
P50093	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrial prohibitin complex [GO:0035632]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q11186	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P49596	presynaptic active zone [GO:0048786]
P52879	endoplasmic reticulum [GO:0005783]; integral component of Golgi membrane [GO:0030173]
P42171	cytoplasm [GO:0005737]; Golgi membrane [GO:0000139]
P34649	cytosol [GO:0005829]; preribosome, small subunit precursor [GO:0030688]
P49405	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]
P34578	
Q9U358	axon [GO:0030424]; chloride channel complex [GO:0034707]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]
Q9XW71	extracellular region [GO:0005576]
Q9TZM3	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]
P34385	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]
O45348	basement membrane [GO:0005604]
Q22227	cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
P45967	
O17680	cytosol [GO:0005829]
Q20347	cytoplasm [GO:0005737]
Q23295	mitochondrial inner membrane [GO:0005743]; mitochondrial processing peptidase complex [GO:0017087]; mitochondrion [GO:0005739]
Q20680	mitochondrion [GO:0005739]
P34480	
Q09372	integral component of membrane [GO:0016021]
Q59E83	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9N4B8	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q21568	box C/D snoRNP complex [GO:0031428]; precatalytic spliceosome [GO:0071011]; small-subunit processome [GO:0032040]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
P91851	
P24892	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex I [GO:0005747]; respiratory chain complex I [GO:0045271]
Q93170	EKC/KEOPS complex [GO:0000408]; mitochondrion [GO:0005739]
Q22830	axoneme [GO:0005930]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]; non-motile cilium [GO:0097730]
Q8WR51	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]
G5EBK1	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q95QA6	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; hemidesmosome [GO:0030056]
O45228	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P34481	proteasome regulatory particle, lid subcomplex [GO:0008541]
Q10051	catalytic step 2 spliceosome [GO:0071013]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]
P28191	cytoskeleton [GO:0005856]; sarcoplasmic reticulum [GO:0016529]
G5EC21	collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; cytoplasmic vesicle [GO:0031410]
H2KZM6	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]
Q18990	cytoplasm [GO:0005737]; cytosol [GO:0005829]
O45962	
P92199	adherens junction [GO:0005912]; cleavage furrow [GO:0032154]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]
Q9N587	integral component of plasma membrane [GO:0005887]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
Q94125	cytoplasm [GO:0005737]; membrane [GO:0016020]; non-motile cilium [GO:0097730]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886]
Q09285	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q19124	autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]
G5EGL9	apical plasma membrane [GO:0016324]; cell-cell contact zone [GO:0044291]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]; plasma membrane [GO:0005886]
G5EFF1	nucleus [GO:0005634]; P granule [GO:0043186]; ribonucleoprotein complex [GO:1990904]
Q19319	cell-cell junction [GO:0005911]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A5Z2X3	Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]
P17330	cytosol [GO:0005829]
G5ECB2	G protein-coupled GABA receptor complex [GO:1902712]; G protein-coupled receptor heterodimeric complex [GO:0038039]
O01836	nucleus [GO:0005634]; P granule [GO:0043186]
Q9BIG2	heterotrimeric G-protein complex [GO:0005834]
Q09237	
P15796	host cell nucleus [GO:0042025]; nucleosome [GO:0000786]; nucleus [GO:0005634]
Q9U281	nucleosome [GO:0000786]; nucleus [GO:0005634]
H2KZ49	
G5EDN0	chloride channel complex [GO:0034707]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; synapse [GO:0045202]
P53585	cytosol [GO:0005829]
Q22347	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P30640	RES complex [GO:0070274]; U2-type spliceosomal complex [GO:0005684]
Q21017	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34569	
Q21446	condensed nuclear chromosome [GO:0000794]; nucleus [GO:0005634]
Q21178	extracellular region [GO:0005576]
O16977	extracellular region [GO:0005576]
P12844	A band [GO:0031672]; myosin complex [GO:0016459]; striated muscle myosin thick filament [GO:0005863]
Q18904	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O62389	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
O44411	nucleolus [GO:0005730]; nucleus [GO:0005634]
O44665	extracellular region [GO:0005576]
O44662	extracellular region [GO:0005576]
Q11088	
O45307	peroxisome [GO:0005777]
Q19076	anchored component of membrane [GO:0031225]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]
Q20025	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]
O17586	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
Q22006	nuclear pre-replicative complex [GO:0005656]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Rix1 complex [GO:0097344]
Q20443	cytoplasm [GO:0005737]
P91341	Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]
O01514	BBSome [GO:0034464]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; membrane [GO:0016020]
Q9XWR6	axoneme [GO:0005930]; ciliary base [GO:0097546]; ciliary membrane [GO:0060170]; ciliary transition zone [GO:0035869]; endomembrane system [GO:0012505]; neuronal cell body [GO:0043025]; periciliary membrane compartment [GO:1990075]; perikaryon [GO:0043204]
G5EFA2	condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; midbody [GO:0030496]; spindle midzone [GO:0051233]
G5ECL4	axon [GO:0030424]; integral component of plasma membrane [GO:0005887]
P34577	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
P90846	
Q03565	condensed chromosome [GO:0000793]; condensed chromosome, centromeric region [GO:0000779]; cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]
Q93249	integral component of membrane [GO:0016021]; synapse [GO:0045202]
P17487	nucleus [GO:0005634]
Q22812	condensed nuclear chromosome [GO:0000794]; germ cell nucleus [GO:0043073]; nucleus [GO:0005634]
Q21455	apical plasma membrane [GO:0016324]; integral component of plasma membrane [GO:0005887]; perikaryon [GO:0043204]
P20268	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
O62106	cytosol [GO:0005829]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q18060	extracellular region [GO:0005576]
Q94071	presynaptic active zone [GO:0048786]
Q9XWP6	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q9TZD0	early endosome membrane [GO:0031901]
P10038	nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
Q9TVW5	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; pseudopodium [GO:0031143]
P17511	cytoplasm [GO:0005737]
P34333	histone deacetylase complex [GO:0000118]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; transcription repressor complex [GO:0017053]
Q21059	extracellular region [GO:0005576]
P98061	extracellular region [GO:0005576]
P32739	integral component of membrane [GO:0016021]
O17025	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
O17611	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q9NAA7	nucleolus [GO:0005730]
P34343	kinetochore [GO:0000776]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore outer ring [GO:0031080]
Q18411	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
Q18014	endoplasmic reticulum [GO:0005783]
Q17770	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; procollagen-proline 4-dioxygenase complex [GO:0016222]
Q9NAN2	apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; P granule [GO:0043186]
G5EDY0	cytoplasm [GO:0005737]; early phagosome [GO:0032009]; membrane [GO:0016020]; phagocytic cup [GO:0001891]; phagocytic vesicle membrane [GO:0030670]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]
P91427	cytosol [GO:0005829]
Q17435	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]
Q9XZI6	clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; extrinsic component of presynaptic endocytic zone membrane [GO:0098894]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]; synaptic vesicle [GO:0008021]
Q9TZL8	6-phosphofructokinase complex [GO:0005945]
O45420	
Q11087	endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q22070	
P52012	nucleus [GO:0005634]
G5EBZ8	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]
Q93353	mitochondrion [GO:0005739]
Q9TZC4	adherens junction [GO:0005912]; basal plasma membrane [GO:0009925]; focal adhesion [GO:0005925]; integrin complex [GO:0008305]; M band [GO:0031430]; striated muscle dense body [GO:0055120]
Q9GZH3	cytoplasm [GO:0005737]
Q8TA52	centrosome [GO:0005813]; cilium [GO:0005929]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; intraciliary transport particle B [GO:0030992]; neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]
G5EFH1	extracellular region [GO:0005576]
O76357	extracellular space [GO:0005615]; late endosome lumen [GO:0031906]; lysosomal lumen [GO:0043202]; recycling endosome lumen [GO:0034777]
P34808	centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; katanin complex [GO:0008352]; meiotic spindle [GO:0072687]; meiotic spindle pole [GO:0090619]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]
Q23157	gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9XXD1	axon [GO:0030424]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; perikaryon [GO:0043204]; voltage-gated potassium channel complex [GO:0008076]
O01925	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
A0SQM0	nucleus [GO:0005634]
G5EDB2	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q03570	core mediator complex [GO:0070847]; mediator complex [GO:0016592]
Q9XXC8	mitochondrion [GO:0005739]
P91869	core mediator complex [GO:0070847]; mediator complex [GO:0016592]
Q17895	nucleus [GO:0005634]
G5EBU3	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
Q18785	
P19626	myosin complex [GO:0016459]
O01578	integral component of mitochondrial inner membrane [GO:0031305]
O18211	cytoplasm [GO:0005737]; spindle pole [GO:0000922]
Q21244	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; pseudopodium [GO:0031143]
P34436	cytoplasm [GO:0005737]
Q09438	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q21179	extracellular region [GO:0005576]
Q9XTD6	extracellular region [GO:0005576]
P12845	muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin filament [GO:0032982]
O16962	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
Q94407	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]
O45666	cytoplasm [GO:0005737]; host cell nucleus [GO:0042025]; nucleus [GO:0005634]
H2KYU6	nucleus [GO:0005634]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]
O16796	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q18034	nucleus [GO:0005634]
Q9XVS8	nucleus [GO:0005634]
Q9N4H4	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9U357	endoplasmic reticulum membrane [GO:0005789]; gamma-secretase complex [GO:0070765]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9NAM7	
Q9N2L7	centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle pole [GO:0000922]
P34286	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]
H2KZB2	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]
P55956	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; lysosome [GO:0005764]
K8ESC5	cytoplasm [GO:0005737]
P24888	integral component of membrane [GO:0016021]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]
Q94398	nucleus [GO:0005634]
Q95Q62	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9GYI4	nucleus [GO:0005634]; spanning component of plasma membrane [GO:0044214]
O62305	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; perikaryon [GO:0043204]
P41849	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
Q9XTR8	extracellular region [GO:0005576]
Q23628	annuli extracellular matrix [GO:0060107]; collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; collagen trimer [GO:0005581]
